year,track_id,track_name,artist_name,album_name,plays,total_minutes,skip_rate,shuffle_rate,has_features
2022,7LngfsOr2JVe4y7VXnjqvn,Alive & Amplified,The Mooney Suzuki,Alive & Amplified,30,21.62,0.7667,0.1667,True
2022,0ZRrJTPXDToRJ2iLo9oLrW,When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",29,42.48,0.5172,0.069,True
2022,1F6IbA7di42uPc3cff8PXV,Flaming Hot Cheetos,Clairo,Flaming Hot Cheetos,29,35.61,0.3793,0.1034,True
2022,2vVHf43MQ8V3gDbo8HRlnJ,Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",29,36.77,0.6552,0.069,True
2022,3ItzRpwvKtkDSNdRSjXu7Z,Chelsea Dagger,The Fratellis,Costello Music,29,43.81,0.5172,0.069,True
2022,3e5eR2DBoHD2qR4HN3YmTv,Whole Wide World,Bahamas,Pink Strat,29,37.54,0.4483,0.0345,True
2022,5ojVq0bohB1uEEMga1IO3j,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",29,23.56,0.6207,0.1034,True
2022,7wYU1avLwl1Gtkib8OTrZp,Dionysus,The Buttertones,Buttertones,29,48.96,0.4828,0.2069,True
2022,3bt6gBOA41MHQfXy0Jf855,Don't Know How To Keep Loving You,Julia Jacklin,Crushing,28,53.43,0.6429,0.0714,True
2022,4PJxptsSC9S89hTO8gRCv3,Piledriver waltz,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,28,26.25,0.6429,0.0,True
2022,7sI80PK0P3tDCvULKszqzL,Set to Attack,Albert Hammond Jr,Francis Trouble,28,28.54,0.6429,0.0357,True
2022,03pRnmoWR9IVKkIR73iGIG,Take It Easy (Ever After Lasting Love),White Denim,Stiff,27,49.93,0.4074,0.0,True
2022,0hCjDPhl5JbFpYbrlebXvB,In the Kingdom,Mazzy Star,Seasons of Your Day,27,77.83,0.3704,0.0741,True
2022,1Bph2KY0MA2JUiX5uADWjZ,Broken,Jake Bugg,Jake Bugg,27,66.59,0.4444,0.0741,True
2022,3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,Dan Auerbach,Waiting on a Song,27,32.27,0.5926,0.037,True
2022,59xYAblNy1Xr4U1IsJ3gZb,Simple As This,Jake Bugg,Jake Bugg,27,85.18,0.1481,0.0741,True
2022,7gsArdm7rk6X6wsMr2QKWS,From The Ritz To The Rubble,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",27,34.39,0.4074,0.0,True
2022,0IVkP59yJ9GFF6B7IrvrxA,Paper Bag,Fiona Apple,When The Pawn...,26,51.58,0.3077,0.0769,True
2022,1ZozGivTAYsOwhy6LVHsPX,Kool Thing,Sonic Youth,Goo,26,17.37,0.7692,0.1154,True
2022,4m3vLNZkFAjm30XxPXf7E3,Eres para Mí (with Anita Tijoux),Julieta Venegas,Limon Y Sal,26,71.85,0.1538,0.0769,True
2022,5t1Eqjxu93ub0LiTgxZQOB,Flathead,The Fratellis,Costello Music,26,25.88,0.6154,0.0769,True
2022,68qYhu1du0kbiyAtnIKNLh,Tea for Two,Albert Hammond Jr,Francis Trouble,26,35.83,0.6538,0.0769,True
2022,6DUKQUhWqUySYngLXLNwP2,Automatic Stop,The Strokes,Room On Fire,26,29.2,0.6154,0.0385,True
2022,7KwJrAQMoJyUEBes3evMLv,Orpheus Under the Influence,The Buttertones,Buttertones,26,31.82,0.4615,0.0769,True
2022,2gZUPNdnz5Y45eiGxpHGSc,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,25,43.95,0.28,0.0,True
2022,3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),Carlos Baute,De mi puño y letra - Edicion Coleccionista,25,36.83,0.56,0.04,True
2022,5FFowl1Ve4S5OehL6OywSg,Waiting Room,Fugazi,13 Songs,25,33.63,0.36,0.0,True
2022,5HjqXQPZi27d92H5gCo1Oq,Making Breakfast,Twin Peaks,Wild Onion,25,39.08,0.24,0.0,True
2022,6i8gUFwd6cFuC20Wz4wDPq,Burning Man,Third Eye Blind,Third Eye Blind,25,59.4,0.16,0.36,True
2022,78Gzxi27GuNHTfkn2BylG4,What Ever Happened?,The Strokes,Room On Fire,25,19.58,0.72,0.04,True
2022,0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,The Queen Is Dead,24,20.92,0.75,0.125,True
2022,4XYo3W8U6IY42EbB01rnR4,Heaven,Clairo,Heaven,24,45.48,0.4167,0.0417,True
2022,00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,Ready to Die - The Remaster; 2015 Remaster,23,49.87,0.2609,0.0435,True
2022,1Jte640nBiOWyuD7N0odNZ,In Transit,Albert Hammond Jr,Yours to Keep,23,38.32,0.4783,0.0,True
2022,1K7xX7qHXeIMwfTtxieAxH,Head Alone,Julia Jacklin,Crushing,23,31.26,0.5217,0.0,True
2022,1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,OK Go,Oh No,23,10.31,0.8696,0.0,True
2022,6QQ0yYfjTS8XhiuDqGCXA3,Look At Grandma,Bo Diddley,Where It All Began,23,32.21,0.5217,0.087,True
2022,12lKq3hZs1BwcqKnA5VXxO,Velvet Ditch,The Arcs,"Yours, Dreamily,",22,13.87,0.8182,0.2273,True
2022,2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,City to City,22,37.41,0.5455,0.1364,True
2022,7dITAq1YP5e0kTcaDq4YWI,Limón y Sal,Julieta Venegas,Limon Y Sal,22,38.99,0.4091,0.0909,True
2022,7mJG18yZGq0aXKWNtK3FQf,Algo Está Cambiando,Julieta Venegas,Si,22,45.76,0.3636,0.0,True
2022,1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,Talking Heads '77,21,13.36,0.5714,0.0952,True
2022,2fscHtYDKLd7xYRCTe3prP,Amor (Ft. Mon Laferte) - Mtv Unplugged,Los Auténticos Decadentes,Amor (Ft. Mon Laferte) (Mtv Unplugged),21,32.29,0.5238,0.0476,True
2022,3IXRdLsQib8m0hBbQpe7T8,Hang Me Up To Dry,Cold War Kids,Robbers & Cowards,21,37.7,0.4762,0.0952,True
2022,3PG7BAJG9WkmNOJOlc4uAo,Femme Fatale,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,21,19.93,0.619,0.0952,True
2022,3fk5fBFB27GbWGATdBpOgr,Carmesí,Vicente Garcia,A la Mar,21,29.93,0.4762,0.1429,True
2022,4fPBB44eDH71YohayI4eKV,You Only Live Once,The Strokes,First Impressions Of Earth,21,32.67,0.5238,0.0,True
2022,6Y5k0NupErwLzOQXDxfVFa,Te Quiero Comer La Boca,La Mosca Tse-Tse,Buenos Muchachos,21,21.61,0.6667,0.0476,True
2022,1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,Strange Days,20,11.85,0.7,0.15,True
2022,3QHA3SBpz2SDEpI1HuMT0e,The Only One,The Black Keys,Brothers,20,52.85,0.4,0.1,True
2023,5HgAZuHFAU5qLLMYuIQkgq,Run Right Back,The Black Keys,El Camino,78,171.52,0.2051,0.0513,True
2023,32lewphnrnKx7lgsanoakd,Dearest,The Black Keys,Rave On Buddy Holly,75,168.92,0.0667,0.08,True
2023,5HjqXQPZi27d92H5gCo1Oq,Making Breakfast,Twin Peaks,Wild Onion,72,130.81,0.2222,0.1806,True
2023,3SUusuA9jH1v6PVwtYMbdv,Last Nite,The Strokes,Is This It,70,155.89,0.3,0.5857,True
2023,79DO6dBi8936P6EShLB209,Lightning Bolt,Jake Bugg,Jake Bugg,66,117.6,0.3485,0.2273,True
2023,3Wwd0W89C56cCRilh8HFNs,The Go Getter,The Black Keys,Brothers,63,204.76,0.2222,0.3016,True
2023,5rTIpPWeO0IL4HWlGWrz5G,Brianstorm,Arctic Monkeys,Favourite Worst Nightmare,62,136.87,0.1452,0.1129,True
2023,2MVwrvjmcdt4MsYYLCYMt8,Tighten Up,The Black Keys,Brothers,59,80.09,0.5254,0.2881,True
2023,3QHA3SBpz2SDEpI1HuMT0e,The Only One,The Black Keys,Brothers,59,171.42,0.3898,0.1695,True
2023,6dU5RxthbuaN31bRbEDlNw,Everlasting Light,The Black Keys,Brothers,58,108.7,0.4138,0.2931,True
2023,0grFc6klR3hxoHLcgCYsF4,Howlin' for You,The Black Keys,Brothers,51,84.42,0.4118,0.2549,True
2023,25YlltWXRb9k7KbrEBRuhJ,Lo/Hi,The Black Keys,"""Let's Rock""",50,100.91,0.28,0.32,True
2023,6O0xnpq8xNi4VNvS6yezHN,Plastic Soul,Mondo Cozmo,Plastic Soul,50,225.58,0.1,0.14,True
2023,2qoLCpTRYv6h8Vx94hxkvl,Ten Cent Pistol,The Black Keys,Brothers,48,88.23,0.4583,0.375,True
2023,4qjqO5m5e5vebk9upd7xUU,Never Gonna Give You Up,The Black Keys,Brothers,48,82.72,0.4792,0.3958,True
2023,4c15DmbPf9g3HNPipLBBu0,I'm Not the One,The Black Keys,Brothers,45,54.2,0.6444,0.2444,True
2023,582EVyAFKmKPa1bVPSDurJ,Two Fingers,Jake Bugg,Jake Bugg,45,66.12,0.4889,0.2667,True
2023,1XGwjdHXHNu3842f75eg3T,The Waiting,Angel Olsen,Half Way Home,41,128.74,0.1463,0.1951,True
2023,2UE4m8egf0aREmOi47sDOk,Next Girl,The Black Keys,Brothers,41,81.98,0.3659,0.3415,True
2023,0OM9ri37LIbPc9hffwsyb1,Hard To Explain,The Strokes,Is This It,40,93.08,0.3,0.25,True
2023,1comODdI862K7ei34XZRa4,Too Afraid to Love You,The Black Keys,Brothers,40,64.07,0.45,0.25,True
2023,26ZnmGlPGXaOzPDydAP9D5,She's Long Gone,The Black Keys,Brothers,40,67.97,0.375,0.275,True
2023,5JeZZtqY0loM9UHQVIChby,Some things Cosmic,Angel Olsen,Strange Cacti,38,48.94,0.4737,0.1053,True
2023,2y42MmBCfEhqIkFAJs0V8Z,Black Mud,The Black Keys,Brothers,37,26.09,0.6486,0.2703,True
2023,4BD3sl4HjTAzWGVIP8LLm4,I Wanna C U,Blood Orange,Angel's Pulse,37,14.78,0.7027,0.1622,True
2023,78krcD2vFUXJ3Y0XXeiHWH,Sinister Kid,The Black Keys,Brothers,37,67.22,0.4054,0.2432,True
2023,6gU7ohksNd6LsEJMWfDRhp,Soma,The Strokes,Is This It,34,42.16,0.4706,0.1471,True
2023,0BQH5uHglCuHVImyCjOOHc,Unknown Brother,The Black Keys,Brothers,33,51.98,0.5152,0.2727,True
2023,0NfdbvWFwlVMA183QibxCB,Me Vale,Maná,¿Dónde Jugarán Los Niños?,33,139.4,0.2424,0.5758,True
2023,7hm4HTk9encxT0LYC0J6oI,Someday,The Strokes,Is This It,33,42.94,0.6061,0.1818,True
2023,0LO7f7ZJg871B8hLTRzrfB,Julia,Mt. Joy,Mt. Joy,32,62.66,0.3438,0.2188,True
2023,2jggaUpOvn2G6Pv2HCEU6m,Esa noche,Café Tacvba,Re,31,43.33,0.4839,0.6129,True
2023,4kiMvD7yPec5viFrCQDiYK,Henrietta,The Fratellis,Costello Music,31,48.7,0.3548,0.129,True
2023,59xYAblNy1Xr4U1IsJ3gZb,Simple As This,Jake Bugg,Jake Bugg,31,55.02,0.4194,0.5161,True
2023,1FvDJ9KGxcqwv1utyPL3JZ,This Charming Man - 2011 Remaster,The Smiths,The Smiths,29,38.36,0.4483,0.1034,True
2023,4lY95OMGb9WxP6IYut64ir,Shake It Out,Florence + The Machine,Ceremonials - Deluxe Edition,29,134.28,0.1724,0.2414,True
2023,4OkPamOn5GofkOQu64Z4eR,Teddy Picker,Arctic Monkeys,Favourite Worst Nightmare,28,30.71,0.4286,0.0714,True
2023,0W0euvQlhbcsTydzsD4EQk,Death Letter Blues,Son House,Father Of The Delta Blues: The Complete 1965 Sessions,26,68.21,0.2692,0.1923,True
2023,0jBE7Fn78EAvmIs3dCd6GO,Is This It,The Strokes,Is This It,26,23.3,0.6154,0.1538,True
2023,5FlBGGwGuqYmqr0qeBWrxe,Five to One,The Doors,Waiting for the Sun,26,67.26,0.1923,0.1538,True
2023,7KwJrAQMoJyUEBes3evMLv,Orpheus Under the Influence,The Buttertones,Buttertones,26,19.14,0.6154,0.0385,True
2023,0ElRzK07sc9eszyk1ea9Ab,Human Fly,The Cramps,Off The Bone,25,38.12,0.36,0.6,True
2023,0z9dPcBhJvqO06QMaKelUE,Drunk on Halloween,Wallows,Drunk on Halloween,25,69.06,0.32,0.56,True
2023,3ghXwIS6cr3P5InauKlqFy,These Days,The Black Keys,Brothers,25,41.17,0.68,0.32,True
2023,3iiObSfkcBsETljmSB4Hcs,When It Started,The Strokes,Is This It,25,30.65,0.44,0.04,True
2023,4mdyVTV7Tr5YDFnD2kvSM4,Bruises,Chairlift,Does You Inspire You,25,58.83,0.36,0.32,True
2023,2CzWeyC9zlDpIOZPUUKrBW,1234,Feist,The Reminder,24,41.9,0.2917,0.25,True
2023,48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,Californication,24,73.3,0.2917,0.0417,True
2023,4fPBB44eDH71YohayI4eKV,You Only Live Once,The Strokes,First Impressions Of Earth,24,24.39,0.6667,0.4583,True
2023,5sCab5LlHPDB6NjvrZMwdX,Rudy,Rostam,Half-Light,24,66.04,0.2917,0.4167,True
2023,6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,Another Level,24,130.55,0.125,0.2083,True
2023,6Vmow8PuUaU7W1T2WWLZk2,Go Gina,SZA,Ctrl,24,48.74,0.3333,0.2083,True
2023,1420BGhbXGkIJtbtBlfpYE,The Modern Age,The Strokes,Is This It,23,38.12,0.3913,0.2609,True
2023,2M7enaZSs1DRRjZscA4LAj,Reminiscing,The Buttertones,Buttertones,23,65.66,0.0435,0.087,True
2023,6EvUAsfncetT0RcWshHCbl,I'll Come Too,James Blake,Assume Form,23,32.59,0.5217,0.4348,True
2023,77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,23,76.62,0.3043,0.1304,True
2023,01T0Kq5YOIRF9BQRXJsyfe,Portuguese Knife Fight,Cage The Elephant,Tell Me I'm Pretty,22,40.42,0.3636,0.0455,True
2023,1Bph2KY0MA2JUiX5uADWjZ,Broken,Jake Bugg,Jake Bugg,22,49.19,0.4091,0.5,True
2023,1LzNfuep1bnAUR9skqdHCK,Fade Into You,Mazzy Star,So Tonight That I Might See,22,70.38,0.3182,0.7727,True
2023,2g3JAKjKruTL40VffoGLmg,Blue Sunday,The Doors,Morrison Hotel,22,22.93,0.5455,0.1818,True
2023,3zksbXteOCeSusJ5Xltr3t,Bubble Gum,Clairo,Bubble Gum,22,56.43,0.1818,0.1364,True
2023,4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,This Is All Yours,22,38.27,0.3182,0.0909,True
2023,1IFRVS4t1olI0XG9RBWdKH,The Girl,City and Colour,Bring Me Your Love (Special Edition),21,37.6,0.381,0.381,True
2023,1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,Morrison Hotel,21,64.1,0.1429,0.1905,True
2023,21Ay8Y9Pr91nSauPGtK6MW,Barely Legal,The Strokes,Is This It,21,44.34,0.2857,0.2381,True
2023,45QyGXbqTWaFUrIKe2ugs3,D Is for Dangerous,Arctic Monkeys,Favourite Worst Nightmare,21,19.11,0.4286,0.0952,True
2023,6g6FWPdAMf55CpmkoE7jF1,Invéntame,Mon Laferte,Invéntame,21,53.64,0.1905,0.4286,True
2023,10u9028SSfRyIKxV4xrzsg,Darling Baby,The Elgins,Hitsville USA - The Motown Singles Collection 1959-1971,20,34.27,0.25,0.2,True
2023,5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,El Camino,20,16.65,0.75,0.0,True
2023,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,AM,20,15.34,0.65,0.1,True
2023,5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,The Black Keys,El Camino,20,44.63,0.2,0.35,True
2023,3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay,Parachutes,19,40.53,0.3158,0.1579,True
2023,4riDfclV7kPDT9D58FpmHd,Some,Steve Lacy,Some,19,25.54,0.2105,0.0526,True
2023,53PkA8aXiwH4ppa0V0iO7o,oh baby,LCD Soundsystem,american dream,19,71.77,0.4211,0.1579,True
2023,5piJiL6aRhvrKBa9YuEfS9,Peace Frog,The Doors,Morrison Hotel,19,32.71,0.3158,0.1579,True
2023,0djZ2ndRfAL69WYNra5jRC,April Come She Will,Simon & Garfunkel,Sounds Of Silence,18,20.34,0.3889,0.2222,True
2023,0dy6iXYIF0piirySAzCBwF,The End Has No End,The Strokes,Room On Fire,18,22.64,0.5,0.5556,True
2023,0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,A$AP Rocky,TESTING,18,20.81,0.5,0.2778,True
2023,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,Lungs,18,16.37,0.7222,0.0,True
2023,1nIUgRxbi4aY4fV5A26Jrp,I'll Be Your Man,The Black Keys,The Big Come Up,18,32.15,0.2778,0.3333,True
2023,3BlsMrQVvRCk3jmmKV7otm,Island Music,Tennis,Yours Conditionally,18,23.83,0.5556,0.3889,True
2023,3IXRdLsQib8m0hBbQpe7T8,Hang Me Up To Dry,Cold War Kids,Robbers & Cowards,18,17.48,0.7222,0.1111,True
2023,3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 Remaster,Eagles,Please Come Home for Christmas / Funky New Year,18,47.46,0.1667,0.8889,True
2023,3jp7Ryj1sX3riA7NQaVlLd,Whistle For The Choir,The Fratellis,Costello Music,18,35.75,0.5556,0.2778,True
2023,3kKb3U3a8jmUJQB9ypE1Jl,Under Control,The Strokes,Room On Fire,18,25.63,0.5,0.2778,True
2023,4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Hozier,Hozier (Expanded Edition),18,45.55,0.2222,0.3889,True
2023,5By7Pzgl6TMuVJG168VWzS,Michelle - Remastered 2009,The Beatles,Rubber Soul,18,32.18,0.3333,0.5,True
2023,5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,The Temper Trap,Conditions,18,36.7,0.4444,0.2778,True
2023,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,Lenny Kravitz,Mama Said,18,45.72,0.2778,0.0,True
2023,7J3NsRNtQ0N7umdQQAlWNT,New Coat,White Denim,Last Day of Summer (Remastered),18,22.24,0.3889,0.2222,True
2023,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,18,20.26,0.5,0.0556,True
2023,2ytWZnTYDffdE8q6bXV6VM,ScreMER,Albert Hammond Jr,Francis Trouble,17,27.43,0.3529,0.7059,True
2023,6JuEshIRliNXRU1LXctRjZ,Halah,Mazzy Star,She Hangs Brightly,17,42.13,0.1765,0.2941,True
2023,78Gzxi27GuNHTfkn2BylG4,What Ever Happened?,The Strokes,Room On Fire,17,18.85,0.5294,0.4118,True
2023,7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You,17,42.53,0.2353,0.1176,True
2023,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,Lonerism,16,3.66,0.9375,0.0625,True
2023,0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,Fever To Tell,16,19.43,0.625,0.25,True
2023,2UWdUez9MB9yzL7Y81Mcip,The Suburbs,Arcade Fire,The Suburbs,16,61.13,0.25,0.125,True
2023,3jw5KrLTxeIzpSvByNsH7F,Blue Coupe,Twin Peaks,Sweet '17 Singles,16,38.28,0.1875,0.0,True
2023,4aCnN8VmKVqX4PnSB1Ie07,"Creator, Destroyer",Angel Olsen,Strange Cacti,16,35.22,0.4375,0.0,True
2024,3SUusuA9jH1v6PVwtYMbdv,Last Nite,The Strokes,Is This It,82,137.85,0.4512,0.061,True
2024,4F1AgKpuFRMLEgtPETVwZk,You've Got To Hide Your Love Away - Remastered 2009,The Beatles,Help!,68,126.97,0.1324,0.0147,True
2024,7hm4HTk9encxT0LYC0J6oI,Someday,The Strokes,Is This It,49,81.31,0.4286,0.0816,True
2024,0OM9ri37LIbPc9hffwsyb1,Hard To Explain,The Strokes,Is This It,43,72.97,0.5116,0.0465,True
2024,2BIfG6wL1t5wk1KixoK2BV,Chicago,flipturn,Heavy Colors,40,150.2,0.275,0.025,True
2024,415dK4glwDO7fXxYg3np8B,Pictures of Girls,Wallows,Spring EP,32,74.27,0.3125,0.1875,True
2024,3iiObSfkcBsETljmSB4Hcs,When It Started,The Strokes,Is This It,31,48.24,0.4194,0.0,True
2024,4TTV7EcfroSLWzXRY6gLv6,Alexander Hamilton,Leslie Odom Jr.,Hamilton,31,60.48,0.3226,0.1935,True
2024,79DO6dBi8936P6EShLB209,Lightning Bolt,Jake Bugg,Jake Bugg,30,42.31,0.4667,0.0667,True
2024,0ewrI06EIDMGXvgJxuyF3U,Dearly Departed (feat. Esmé Patterson),Shakey Graves,And The War Came,29,71.01,0.2759,0.1379,True
2024,1420BGhbXGkIJtbtBlfpYE,The Modern Age,The Strokes,Is This It,29,68.85,0.3448,0.069,True
2024,4UmJMAY5TqXPAnsDW1Mci7,"Alone, Together",The Strokes,Is This It,27,74.67,0.1481,0.037,True
2024,57Xjny5yNzAcsxnusKmAfA,Reptilia,The Strokes,Room On Fire,27,36.9,0.5556,0.0741,True
2024,4dneV7C1yDt9UtyxrQY375,Boys Don't Cry - Single Version,The Cure,Three Imaginary Boys,25,35.87,0.4,0.04,True
2024,5rTIpPWeO0IL4HWlGWrz5G,Brianstorm,Arctic Monkeys,Favourite Worst Nightmare,25,25.04,0.6,0.12,True
2024,6gU7ohksNd6LsEJMWfDRhp,Soma,The Strokes,Is This It,25,36.71,0.44,0.04,True
2024,1MHYAqWWdDRePmnqORynrq,Kathleen,Catfish and the Bottlemen,The Balcony,24,17.21,0.75,0.0417,True
2024,6VnpKLtfNH4Dk09YSGPSyR,It Ain't Over 'Til It's Over,Lenny Kravitz,Mama Said,24,58.01,0.2917,0.0417,True
2024,0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Daryl Hall & John Oates,Bigger Than Both Of Us,23,34.8,0.3043,0.087,True
2024,21Ay8Y9Pr91nSauPGtK6MW,Barely Legal,The Strokes,Is This It,23,56.21,0.3478,0.1304,True
2024,0seTertVGvHrEJu7hlIWRq,Take It Or Leave It,The Strokes,Is This It,22,49.54,0.2727,0.0,True
2024,5HjqXQPZi27d92H5gCo1Oq,Making Breakfast,Twin Peaks,Wild Onion,22,26.17,0.5,0.0,True
2024,0jBE7Fn78EAvmIs3dCd6GO,Is This It,The Strokes,Is This It,21,27.4,0.4762,0.0476,True
2024,1FvDJ9KGxcqwv1utyPL3JZ,This Charming Man - 2011 Remaster,The Smiths,The Smiths,21,20.61,0.619,0.0,True
2024,2EEinN4Zk8MUv4OQuLsTBj,Age of Consent - 2015 Remaster,New Order,Power Corruption and Lies,21,60.76,0.4762,0.0,True
2024,2gNfxysfBRfl9Lvi9T3v6R,Disciples,Tame Impala,Currents,21,12.53,0.6667,0.0476,True
2024,3zYpRGnnoegSpt3SguSo3W,Off the Wall,Michael Jackson,Off the Wall,21,66.39,0.0952,0.1429,True
2024,4IU1RL4BKvFyXtbTwaHAvW,Ventura Highway,America,Homecoming,21,27.25,0.5238,0.0952,True
2024,4kiMvD7yPec5viFrCQDiYK,Henrietta,The Fratellis,Costello Music,20,23.36,0.5,0.05,True
2024,5KupfEBaVJwL7D2ZN0n1Q1,Trying Your Luck,The Strokes,Is This It,20,52.69,0.2,0.0,True
2024,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,Menagerie,19,56.53,0.2632,0.0526,True
2024,1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster,The Smiths,Hatful of Hollow,19,44.15,0.5789,0.0,True
2024,4m3uMuu1gYYjZPtZvTOe6t,Orgasm of Death,The Growlers,Casual Acquaintances,19,54.07,0.2632,0.0,True
2024,6PuoZT4kgw5DrUEdnQ6e01,This Must Be The Place,Sure Sure,Sure Sure,19,45.66,0.2632,0.0,True
2024,7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,Elvis (Fool),19,51.06,0.0,0.0,True
2024,11zf7m4vw9Ze7cer9Nyhk1,Pleaser,Wallows,Pleaser,18,20.83,0.5,0.0,True
2024,3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,Rubber Soul,18,24.26,0.3889,0.0556,True
2024,582EVyAFKmKPa1bVPSDurJ,Two Fingers,Jake Bugg,Jake Bugg,18,37.9,0.2778,0.0,True
2024,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,18,57.63,0.1111,0.1111,True
2024,7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,Off the Wall,18,33.53,0.5,0.1111,True
2024,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,17,49.9,0.1765,0.0588,True
2024,31u6rUeIEXGrYVoh10U7eu,Leave It In My Dreams,The Voidz,Virtue,17,31.71,0.4706,0.1176,True
2024,6O0xnpq8xNi4VNvS6yezHN,Plastic Soul,Mondo Cozmo,Plastic Soul,17,63.91,0.1176,0.4118,True
2024,2M7enaZSs1DRRjZscA4LAj,Reminiscing,The Buttertones,Buttertones,16,25.09,0.5,0.0625,True
2024,3ItzRpwvKtkDSNdRSjXu7Z,Chelsea Dagger,The Fratellis,Costello Music,16,20.84,0.5625,0.0625,True
2024,4mvPRLDf0ZedTzzXaXEavJ,Listen to Your Friends,Declan McKenna,What Do You Think About the Car?,16,20.42,0.6875,0.0625,True
2024,7EqpEBPOohgk7NnKvBGFWo,Wait for It,Leslie Odom Jr.,Hamilton,16,16.46,0.6875,0.0625,True
2024,0nCAVzknkzRXRgB6LhRv04,Molly's Chambers,Kings of Leon,Youth And Young Manhood,15,16.94,0.4,0.0,True
2024,2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,Ice Cube,The Predator,15,35.97,0.3333,0.0,True
2024,4OkPamOn5GofkOQu64Z4eR,Teddy Picker,Arctic Monkeys,Favourite Worst Nightmare,15,31.35,0.3333,0.0,True
2024,4sNG6zQBmtq7M8aeeKJRMQ,Brazil,Declan McKenna,What Do You Think About the Car?,15,35.56,0.3333,0.0,True
2024,7CqleiaEqHVazV19P532X9,Life During Wartime - 2005 Remaster,Talking Heads,Fear of Music,15,36.75,0.3333,0.0,True
2024,0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",14,40.81,0.2857,0.0,True
2024,0grFc6klR3hxoHLcgCYsF4,Howlin' for You,The Black Keys,Brothers,14,18.32,0.5,0.2143,True
2024,3Y4rUyw7XBCK6hGHCOt6rp,"Call It Fate, Call It Karma",The Strokes,Comedown Machine,14,32.1,0.2857,0.3571,True
2024,4riDfclV7kPDT9D58FpmHd,Some,Steve Lacy,Some,14,16.82,0.3571,0.0,True
2024,5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,The Age of Consent,14,19.33,0.6429,0.0714,True
2024,0LO7f7ZJg871B8hLTRzrfB,Julia,Mt. Joy,Mt. Joy,13,32.45,0.1538,0.0769,True
