year,track_id,track_name,artist_name,album_name,plays,total_minutes,skip_rate,shuffle_rate,has_features,genre,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2019,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,Lonerism,53,74.74,0.4717,0.1321,True,Rock,73,0.0453,0.31,192960,0.907,0.369,D,0.247,-2.279,Minor,0.0591,149.931,4/4,0.516
2019,0YRi3Gq2kkqfuaZ2L4rynD,Sleep Talk,Shannon & The Clams,Sleep Talk,53,78.95,0.3774,0.0,True,Folk,45,0.175,0.457,170587,0.789,0.0,A,0.107,-5.745,Major,0.0376,139.241,4/4,0.515
2019,1NjmSXMzvwoM3lHmDRcUfs,Powa,Tune-Yards,W H O K I L L,53,213.64,0.1887,0.0377,True,Indie,50,0.677,0.753,303800,0.315,7.66e-05,F,0.129,-7.458,Major,0.0323,109.613,4/4,0.524
2019,6u0ccx1pJICbSwCPMFCd1b,Avalon,Foxygen,Hang,53,97.76,0.4717,0.0,True,Folk,46,0.309,0.404,226027,0.601,0.000799,G,0.391,-7.683,Major,0.0337,134.118,4/4,0.656
2019,1FvDJ9KGxcqwv1utyPL3JZ,This Charming Man - 2011 Remaster,The Smiths,The Smiths,52,57.97,0.5385,0.0,True,Indie,73,0.00509,0.611,162920,0.846,0.0,B,0.0784,-5.9,Major,0.0436,103.912,4/4,0.751
2019,61JDaStnXY3vbaEjliB5WA,Ghost Ship,Blur,The Magic Whip,52,106.02,0.5,0.0385,True,Rock,61,0.0324,0.803,299133,0.722,0.00264,D,0.0763,-6.421,Major,0.0377,139.981,4/4,0.857
2019,6bGwKHXHNLmTy6yt147FPh,If You Know You Know,Pusha T,DAYTONA,52,75.78,0.4231,0.3654,True,Pop,69,0.0186,0.46,202120,0.697,0.0,F#,0.362,-5.954,Minor,0.325,153.426,4/4,0.701
2019,29EkMZmUNz1WsuzaMtVo1i,I Bet You Look Good On The Dancefloor,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",51,98.42,0.3529,0.098,True,Rock,62,0.00225,0.535,173680,0.948,0.0,F#,0.376,-4.19,Minor,0.0356,103.183,4/4,0.778
2019,7iMDaY1LnASwCk2uUpMtii,High (feat. Elton John),Young Thug,On the Run,51,60.93,0.549,0.4706,True,Hip-Hop,73,0.223,0.759,195160,0.498,5.84e-05,A#,0.406,-10.615,Major,0.0776,126.972,4/4,0.244
2019,0H8XeaJunhvpBdBFIYi6Sh,Deja Vu,Post Malone,Stoney - Deluxe,50,143.63,0.22,0.04,True,Rap,77,0.0931,0.62,234213,0.69,0.0,G,0.131,-6.508,Major,0.0493,133.935,4/4,0.331
2019,1n8wr8tRHs5jmBxNWXedcn,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",Shoreline Mafia,Shoreline Mafia Presents Rob Vicious: Traplantic,50,46.5,0.54,0.34,True,Hip-Hop,80,0.371,0.9,174336,0.385,0.0,C#,0.142,-12.189,Minor,0.435,99.964,4/4,0.488
2019,6EvUAsfncetT0RcWshHCbl,I'll Come Too,James Blake,Assume Form,50,181.89,0.1,0.18,True,R&B,68,0.757,0.661,222400,0.472,0.00275,G,0.192,-7.889,Major,0.164,73.986,4/4,0.206
2019,6MWtB6iiXyIwun0YzU6DFP,Wow.,Post Malone,Wow.,50,63.99,0.48,0.36,True,Rap,99,0.163,0.833,149520,0.539,2.1e-06,B,0.101,-7.399,Minor,0.178,99.947,4/4,0.385
2019,3nhzPKCm2yqGmgEhdAg19u,Four Out Of Five,Arctic Monkeys,Tranquility Base Hotel & Casino,49,145.81,0.3878,0.0204,True,Indie,66,0.0626,0.601,312347,0.863,0.0,C,0.0717,-4.31,Major,0.0685,130.189,4/4,0.676
2019,57oJKJys4oC7NTR7hwZkPU,Science Fiction,Arctic Monkeys,Tranquility Base Hotel & Casino,49,82.44,0.4082,0.0204,True,Rock,55,0.0295,0.542,185907,0.766,0.0802,G,0.396,-5.411,Major,0.0282,88.062,4/4,0.643
2019,6OwwTVRndoy9aoDxsmrteR,Australia,The Shins,Wincing The Night Away,49,109.67,0.3265,0.0408,True,Folk,64,0.00442,0.434,236733,0.842,0.000142,E,0.308,-4.468,Major,0.038,169.935,4/4,0.838
2019,6l6LgnyNHL3U6UgSx5Aiph,Lets Go Surfing,The Drums,The Drums,49,92.58,0.2857,0.0,True,Rock,50,0.203,0.581,175427,0.821,0.000316,C#,0.0792,-5.648,Major,0.0319,174.083,4/4,0.806
2019,7CqleiaEqHVazV19P532X9,Life During Wartime - 2005 Remaster,Talking Heads,Fear of Music,49,86.58,0.449,0.0,True,Dance,50,0.0806,0.801,221320,0.93,0.152,A,0.0558,-7.365,Major,0.0354,133.255,4/4,0.967
2019,1H4idkmruFoJBg1DvUv2tY,Band On The Run - 2010 Remaster,Paul McCartney,Band On The Run,48,139.95,0.3542,0.0833,True,Rock,69,0.0832,0.479,313027,0.601,0.00142,G,0.11,-8.806,Major,0.0318,124.966,4/4,0.669
2019,2Dmw4LdpDKYFjKZ7hj1XAh,Darlin',Houndmouth,Little Neon Limelight,48,136.12,0.3333,0.0,True,Rock,60,0.344,0.472,258480,0.347,0.0379,D#,0.101,-8.011,Major,0.0305,116.904,3/4,0.363
2019,2DFRFqWNahKtFD112H2iEZ,Do You Realize??,The Flaming Lips,Yoshimi Battles the Pink Robots,47,54.17,0.6809,0.0,True,Rock,62,0.006,0.464,213173,0.797,0.000304,C,0.392,-5.244,Major,0.0333,129.964,4/4,0.547
2019,6YDf6QV7QfCEo8O2dbWalK,Real Love Baby,Father John Misty,Real Love Baby,47,105.14,0.2553,0.0,True,Pop,66,0.0955,0.417,189293,0.687,0.0278,G,0.0989,-6.484,Major,0.0372,204.11,4/4,0.627
2019,6sT8KTifge2F0lcdtyDkDa,The Next Time Around,Little Joy,Little Joy,47,76.12,0.3617,0.0638,True,Indie,42,0.844,0.748,156947,0.605,0.0711,A#,0.128,-7.987,Major,0.0316,120.019,4/4,0.964
2019,2xcRTNxhhCL5HbCp4UGkjh,Brother,Mac DeMarco,Salad Days,46,69.23,0.5,0.0652,True,Indie,57,0.13,0.568,212746,0.674,0.0634,D#,0.431,-5.194,Minor,0.0301,93.194,4/4,0.512
2019,4PpuZIMmeng6qPicveSI22,Beso,Jósean Log,Háblate de Mí,45,55.84,0.6444,0.0,True,Indie,66,0.599,0.793,211022,0.56,0.0,G,0.0952,-8.922,Minor,0.0324,123.011,4/4,0.862
2019,56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),45,75.92,0.4444,0.0889,True,Dance,72,0.287,0.796,222427,0.872,0.0,A,0.284,-6.722,Minor,0.0573,129.894,4/4,0.866
2019,7KmawNv6JUgZ54gSyVF6VQ,Let Her Go,Mac DeMarco,Salad Days,45,78.4,0.4,0.0889,True,Indie,59,0.00512,0.594,182607,0.663,0.123,F#,0.162,-7.588,Major,0.0292,111.123,4/4,0.806
2019,0CyRloqqjpeKEAd3cO6J6z,We're Not Just Friends,"Parks, Squares and Alleys",We're Not Just Friends,44,31.5,0.7727,0.3636,True,Indie,55,0.502,0.655,187820,0.653,0.75,E,0.0781,-7.488,Major,0.0278,114.995,4/4,0.732
2019,0mQiDbYxHElUp1eNpLZXaY,American Sports,Arctic Monkeys,Tranquility Base Hotel & Casino,44,81.8,0.2955,0.0227,True,Indie,57,0.00169,0.372,158040,0.865,0.00293,G,0.127,-4.288,Minor,0.0513,176.689,3/4,0.594
2019,3geFzA6VBSNZUTmV3bCry6,Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",44,68.84,0.4091,0.0909,True,Rock,60,0.0288,0.634,175440,0.599,0.0,D,0.197,-5.447,Major,0.0365,112.215,4/4,0.312
2019,7co8zvT6HJuyT81IDukyID,Tranquility Base Hotel & Casino,Arctic Monkeys,Tranquility Base Hotel & Casino,44,103.68,0.3182,0.0227,True,Rock,63,0.0411,0.584,212093,0.835,0.0147,A,0.199,-4.326,Minor,0.0297,142.2,4/4,0.781
2019,02KpkaZbiutsR0ucxce4Sh,This Will Be Our Year,The Zombies,Odessey and Oracle,43,55.98,0.3721,0.2326,True,Rock,65,0.626,0.535,127733,0.424,0.0,A,0.191,-7.491,Major,0.0314,97.506,4/4,0.539
2019,3Y4rUyw7XBCK6hGHCOt6rp,"Call It Fate, Call It Karma",The Strokes,Comedown Machine,43,61.68,0.5349,0.0233,True,Rock,63,0.983,0.544,204773,0.241,0.774,E,0.101,-14.779,Minor,0.03,109.437,4/4,0.359
2019,5Z5YEyR5i8V8Ui2e5jGAAm,Veni Vidi Vici,Black Lips,Good Bad Not Evil,43,52.03,0.4884,0.0,True,Blues,43,0.283,0.666,148307,0.544,0.000801,B,0.15,-7.035,Minor,0.0303,107.335,4/4,0.713
2019,6113aOfHIC0vbZVDZ6PpRV,Days,The Drums,Portamento,43,82.23,0.4651,0.0233,True,Indie,53,0.369,0.586,269082,0.721,0.16,D,0.141,-7.743,Major,0.0289,84.987,4/4,0.657
2019,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,43,59.24,0.4651,0.0233,True,Rock,82,0.0339,0.557,185733,0.54,0.00248,A,0.179,-10.484,Major,0.0347,129.171,4/4,0.394
2019,72wEtgEkcLQ5x4F4ktiVSH,Pa' Mayté,Carlos Vives,La Tierra del Olvido,42,62.33,0.5238,0.0,True,Dance,59,0.0287,0.716,188720,0.871,6.32e-06,C,0.117,-7.336,Minor,0.0606,123.851,4/4,0.967
2019,0F0imGVd7KnvQPkBmVtPo9,Leave Me Alone - 2015 Remaster,New Order,Power Corruption and Lies,41,71.13,0.6098,0.0,True,Electronic,50,0.0489,0.537,281773,0.862,0.505,G,0.1,-7.648,Major,0.028,134.831,4/4,0.879
2019,0hQkqM37pYkOuWDDoxk3Ce,Vincent,James Blake,Vincent,41,131.05,0.3415,0.0976,True,R&B,56,0.968,0.409,309307,0.0856,0.000357,G,0.0877,-17.347,Major,0.0403,94.814,4/4,0.367
2019,0yhxBvedRdGxsPZHJNI4VA,I Thought About Killing You,Kanye West,ye,41,85.98,0.2195,0.0732,True,Rap,67,0.867,0.752,274187,0.396,0.0,D,0.0486,-7.932,Major,0.411,116.016,4/4,0.417
2019,1qsHYUd2c1wFGcn7e63QmG,Yikes,Kanye West,ye,41,107.19,0.1707,0.0,True,Rap,74,0.15,0.683,188773,0.776,0.0,C#,0.227,-3.251,Minor,0.341,173.996,4/4,0.223
2019,2EbL9RN1CpNav0UzTQVRdm,Brighter!,Cass McCombs,Big Wheel and Others,41,92.54,0.3415,0.0244,True,Indie,60,0.217,0.625,236960,0.469,0.372,E,0.124,-11.292,Minor,0.0251,108.516,4/4,0.666
2019,2JtL0a3NHcGkFQ7kfDLKUT,Swing Lo Magellan,Dirty Projectors,Swing Lo Magellan,41,48.35,0.5122,0.0488,True,Indie,53,0.825,0.738,157800,0.366,2.69e-05,F,0.118,-10.231,Minor,0.0324,101.031,4/4,0.507
2019,3yEtuhGR8jOtusa29jWrhG,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,Valio La Pena,41,85.33,0.5366,0.0244,True,Pop,71,0.398,0.691,300160,0.658,4.58e-05,C,0.112,-6.496,Major,0.0359,97.68,4/4,0.617
2019,4cMHCRLPNoEbpnl2rz6GS9,Back on the Chain Gang - 2007 Remaster,Pretenders,Learning to Crawl,41,75.85,0.3902,0.0,True,Rock,63,0.116,0.598,231120,0.901,0.0401,D,0.178,-6.081,Major,0.0359,153.24,4/4,0.814
2019,70tBw295bLL8B13Jg3SNUs,Charley's Girl,Lou Reed,Coney Island Baby,41,41.45,0.6098,0.0244,True,Dance,51,0.126,0.748,159093,0.831,0.126,A,0.0483,-6.583,Major,0.0613,86.781,4/4,0.848
2019,3NmndGYOIYocA5OTHMVoaw,Golden Trunks,Arctic Monkeys,Tranquility Base Hotel & Casino,40,78.94,0.3,0.025,True,Indie,57,0.129,0.492,173627,0.564,1.73e-05,D,0.131,-5.811,Major,0.0278,92.544,4/4,0.0896
2019,4KGyQfes7t5BiaoBvs380e,Fake Tales Of San Francisco,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",40,69.33,0.35,0.075,True,Rock,49,0.00998,0.454,177947,0.778,0.0,A,0.0427,-4.225,Major,0.0449,127.158,4/4,0.704
2019,5RcuACCOhgoc4ZH57AVCLA,Feel Like A Fool,Kali Uchis,Isolation,40,68.87,0.375,0.0,True,Pop,58,0.0245,0.7,185239,0.812,0.0,D#,0.102,-4.8,Major,0.0311,107.983,4/4,0.855
2019,5uplevkaUGRLExATEbSQiR,Someday,The Growlers,Hung At Heart,40,101.95,0.325,0.075,True,Indie,48,0.953,0.402,215780,0.772,0.86,A#,0.172,-4.578,Major,0.0394,156.116,4/4,0.748
2019,6gdCb962lq0Xdg7ypVLuLt,Harvest Moon - Recorded at Spotify Studios NYC,Lord Huron,Spotify Singles,40,143.91,0.275,0.0,True,Folk,56,0.803,0.417,346373,0.285,0.005,D,0.269,-11.041,Major,0.0346,120.954,1/4,0.243
2019,0V34LU5aBA3hYgq178hFFY,Birds Dont Sing,TV Girl,French Exit,39,48.15,0.5385,0.0,True,Rock,59,0.016,0.612,209347,0.942,0.0,G,0.137,-4.549,Major,0.0568,106.57,4/4,0.807
2019,1tzPSule9WZ9B8SujHv8fp,This Head I Hold,Electric Guest,Mondo,39,45.68,0.5385,0.2564,True,Dance,59,0.0255,0.596,175773,0.871,0.0101,D,0.249,-4.912,Minor,0.0375,80.939,4/4,0.961
2020,4xvpttkjjEH0l2hrizYla7,Perdido de Amor [Lost in Love],Luiz Bonfá,Solo in Rio 1959,145,317.66,0.331,0.0138,True,Jazz,41,0.947,0.488,206067,0.0374,0.000191,G,0.147,-22.637,Major,0.0403,87.275,4/4,0.259
2020,1Xtz05nIgJiEYdncfd1w8h,Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",130,319.99,0.2923,0.2769,True,Rock,60,0.896,0.726,214547,0.177,2.14e-06,C#,0.116,-14.824,Minor,0.0353,92.934,4/4,0.618
2020,48ucaKjccruxDbi3Au5ZaH,The Bad Thing,Arctic Monkeys,Favourite Worst Nightmare,118,37.79,0.8559,0.0085,True,Indie,46,0.00118,0.545,143213,0.953,0.0,D,0.26,-3.737,Major,0.0703,111.121,4/4,0.591
2020,4PGWramunj3Bsz5UXCu4ex,Anyways,Arctic Monkeys,Tranquility Base Hotel & Casino,109,223.4,0.4037,0.0,True,Indie,60,0.529,0.284,221230,0.576,3.91e-05,E,0.187,-6.972,Major,0.035,82.527,4/4,0.323
2020,6gGSSrKMiV2yec1DrqGhhy,Always Where I Need To Be,The Kooks,Konk,100,125.08,0.5,0.01,True,Rock,58,0.000146,0.331,161720,0.961,0.0,B,0.322,-4.627,Major,0.0663,168.355,4/4,0.882
2020,5TTGoX70AFrTvuEtqHK37S,No. 1 Party Anthem,Arctic Monkeys,AM,94,201.1,0.3723,0.0319,True,Indie,67,0.33,0.505,243132,0.698,0.0887,C,0.0966,-5.563,Major,0.0297,115.013,4/4,0.599
2020,26XfDH9AoT6dVpmKVJHBMf,Wavy Gravy,Okey Dokey,"Love You, Mean It",92,266.41,0.3043,0.0978,True,Indie,47,0.252,0.221,227280,0.662,0.000149,G,0.266,-7.314,Major,0.0519,199.924,3/4,0.539
2020,4bKpnMKt2vBOQ1wZHGEJJO,No Buses,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,92,113.58,0.5435,0.0217,True,Indie,51,0.155,0.481,197320,0.524,0.000147,E,0.0523,-9.051,Major,0.0369,101.883,4/4,0.425
2020,7nzsY8vlnKdvGOEE0rjAXZ,Arabella,Arctic Monkeys,AM,92,168.34,0.413,0.0326,True,Rock,74,0.0202,0.579,207357,0.558,1.26e-06,D,0.212,-6.986,Major,0.0895,179.949,4/4,0.506
2020,4iURgDfsolmCJtknzWuyxj,These Girls,Sticky Fingers,Caress Your Soul,90,185.79,0.3,0.0111,True,Reggae,66,0.327,0.358,205787,0.585,2e-06,F#,0.0864,-8.762,Major,0.0776,185.392,4/4,0.407
2020,3buvRn4CDX86EO9LHTITGn,Heartbreaker - Remaster,Led Zeppelin,Led Zeppelin II,87,184.96,0.4023,0.0115,True,Rock,50,0.0797,0.381,254068,0.734,0.0469,D,0.173,-8.917,Major,0.0933,96.614,4/4,0.565
2020,6EvUAsfncetT0RcWshHCbl,I'll Come Too,James Blake,Assume Form,86,272.9,0.1279,0.1395,True,R&B,68,0.757,0.661,222400,0.472,0.00275,G,0.192,-7.889,Major,0.164,73.986,4/4,0.206
2020,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,AM,82,167.87,0.4512,0.0366,True,Rock,84,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405
2020,28J7s6ylqLYzBUTBSUyEjm,Still Take You Home,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",81,179.66,0.3704,0.0123,True,Indie,47,0.000669,0.599,173667,0.946,0.0,G#,0.0973,-4.192,Major,0.0378,108.934,4/4,0.653
2020,2dEVAvwPAJrWFErXxREGVX,Eres Tú,Carla Morrison,Déjenme Llorar,80,172.07,0.35,0.0125,True,Pop,69,0.806,0.618,228253,0.307,0.0,D,0.108,-10.875,Major,0.046,188.115,4/4,0.458
2020,1NGodWzGlxxkOrgqHO6g3K,The Eternal Tao,The Voidz,The Eternal Tao,78,178.86,0.3333,0.0128,True,Alternative,48,0.0115,0.703,223633,0.79,9.59e-06,G#,0.352,-4.212,Major,0.0807,135.362,4/4,0.635
2020,71D4LseR0RADPbyvMeTIHR,Can't Stand Me Now,The Libertines,The Libertines,77,127.03,0.4545,0.039,True,Rock,66,0.0111,0.368,203733,0.935,0.00201,E,0.0948,-3.204,Major,0.0587,164.425,4/4,0.558
2020,63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,Nevermind,76,72.54,0.5921,0.0132,True,Pop,84,0.156,0.592,156600,0.691,9.78e-06,D#,0.418,-8.354,Major,0.196,99.976,4/4,0.0796
2020,6hFHsQWB7HdVrSe7efRR82,Como te extraño mi amor,Café Tacvba,Avalancha de éxitos,74,147.19,0.4189,0.0676,True,Children’s Music,70,0.0823,0.791,214880,0.759,4.44e-05,A,0.0993,-5.67,Major,0.037,124.725,4/4,0.917
2020,1U5dJjrL6yq7IH6keAyWOe,What I'm Becoming,Cage The Elephant,Social Cues,72,208.49,0.2361,0.0417,True,Blues,52,0.00366,0.57,230040,0.472,0.00275,C,0.0891,-5.175,Major,0.0285,134.974,4/4,0.219
2020,1S9VJIS4unNB2D6SEf4BbD,Do You Love Me Still?,The Kooks,Inside In / Inside Out,71,101.04,0.4648,0.0,True,Indie,46,0.218,0.408,195307,0.412,0.000514,C#,0.17,-8.807,Minor,0.0386,138.178,4/4,0.0804
2020,31u6rUeIEXGrYVoh10U7eu,Leave It In My Dreams,The Voidz,Virtue,71,179.73,0.4225,0.0563,True,Alternative,53,0.0226,0.6,239442,0.746,0.0119,E,0.109,-4.696,Minor,0.0355,118.551,4/4,0.614
2020,73M2Vb5MfZh8iGKudkMtlw,Always Like This,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,69,146.35,0.4638,0.0145,True,Rock,66,0.444,0.579,245640,0.605,0.000645,C#,0.11,-6.686,Major,0.0328,121.793,4/4,0.74
2020,01RbsjW5FmljeVje00TjT1,Momo's,Connan Mockasin,Jassbusters,68,166.65,0.2647,0.2206,True,Folk,40,0.977,0.655,218000,0.128,0.119,A#,0.0993,-13.709,Minor,0.0323,63.061,3/4,0.098
2020,5OuJTtNve7FxUX82eEBupN,Tommy's Party,Peach Pit,Being So Normal,66,121.96,0.6515,0.0152,True,Indie,62,0.122,0.565,361760,0.438,0.0469,G,0.108,-8.722,Major,0.0311,133.949,4/4,0.211
2020,1W0OCrMsRP1SLTEdw3JwEz,"Sweet Dreams, TN",The Last Shadow Puppets,Everything You've Come To Expect,65,131.68,0.4,0.0,True,Rock,61,0.000878,0.282,236253,0.566,0.0,B,0.38,-6.924,Minor,0.0291,112.362,3/4,0.477
2020,4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),James Blake,Assume Form,65,147.79,0.2462,0.0154,True,Indie,79,0.403,0.754,193600,0.37,6.22e-05,F#,0.107,-9.854,Minor,0.12,114.941,4/4,0.228
2020,1Jte640nBiOWyuD7N0odNZ,In Transit,Albert Hammond Jr,Yours to Keep,64,103.19,0.4688,0.0469,True,Blues,42,0.00202,0.468,212680,0.715,0.733,E,0.087,-3.101,Minor,0.0558,141.01,4/4,0.6
2020,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,64,121.89,0.4219,0.0469,True,Indie,67,0.00178,0.646,173493,0.813,2.26e-05,F#,0.144,-5.29,Minor,0.0288,112.115,4/4,0.821
2020,0XnhQGfqfi5CnZXcONJuI5,Good Lovin' - Single Version,The Young Rascals,The Young Rascals,62,86.95,0.4355,0.0323,True,Folk,52,0.00206,0.252,150907,0.507,0.00057,D,0.325,-13.337,Major,0.0442,196.494,4/4,0.816
2020,2d9Xw1OiRL8ca2K4A03aD3,Little Queenie,SadGirl,Vol. Three: The Hand That Did the Deed,62,128.85,0.2097,0.0484,True,Indie,49,0.908,0.572,170251,0.236,0.00492,G#,0.108,-12.164,Major,0.0431,134.731,4/4,0.313
2020,0639sfoRA7sW4fGS1EzcQu,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,Los Auténticos Decadentes,Fiesta Nacional (Mtv Unplugged),61,134.22,0.4754,0.0164,True,Alternative,70,0.395,0.587,249307,0.639,0.0,G,0.68,-8.065,Major,0.0357,116.499,4/4,0.789
2020,0FgNSsaSZTvbLXUumSO8LQ,Star Treatment,Arctic Monkeys,Tranquility Base Hotel & Casino,61,182.13,0.3934,0.2131,True,Rock,63,0.243,0.581,354640,0.767,0.00131,G,0.141,-5.026,Minor,0.0527,120.07,4/4,0.673
2020,3BcQFPRZuuUClWStz29WjN,Old Yellow Bricks,Arctic Monkeys,Favourite Worst Nightmare,61,53.93,0.6557,0.0164,True,Rock,55,0.000185,0.663,187133,0.839,4.65e-06,C,0.0808,-4.453,Major,0.0695,135.155,4/4,0.75
2020,5jJPcImQkogKdwsVS36zH7,Marilyn,Mount Kimbie,Love What Survives,61,86.58,0.5902,0.0164,True,Children’s Music,58,0.351,0.271,246704,0.486,0.156,C,0.0894,-11.956,Minor,0.0407,179.826,3/4,0.31
2020,6zWU7YALeEDMcPGhKKZJhV,Navajo,Masego,Navajo,61,112.26,0.2951,0.0656,True,Children’s Music,70,0.114,0.686,194157,0.592,1.16e-06,F#,0.248,-7.398,Minor,0.26,89.013,4/4,0.364
2020,0TeHvhaNBSuv7yGQ9dLouv,Half Full Glass Of Wine,Tame Impala,Tame Impala,60,150.21,0.2833,0.1,True,Rock,51,0.27,0.686,266920,0.779,0.0617,C,0.0785,-7.178,Major,0.0751,126.146,4/4,0.665
2020,4SNtyKNyYJ8ERT7YLlnFBr,So Young,Portugal. The Man,Woodstock,60,101.06,0.4333,0.1,True,Indie,65,0.348,0.671,246480,0.445,5.93e-05,E,0.155,-7.842,Minor,0.0291,75.996,4/4,0.811
2020,5GxqKrG0zeKA8uYJMjXwj9,Rock the House,Gorillaz,Gorillaz,60,133.36,0.3833,0.0167,True,Hip-Hop,49,0.0748,0.754,249200,0.825,7.18e-05,D,0.169,-6.498,Major,0.237,171.948,4/4,0.612
2020,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,56,82.46,0.3571,0.0714,True,Rock,78,0.0483,0.691,161124,0.631,1.13e-05,D,0.104,-6.478,Major,0.0368,92.004,4/4,0.8
2020,5GiygyFRSZ2jey4almSmrL,Shabop Shalom,Devendra Banhart,Smokey Rolls Down Thunder Canyon,56,101.53,0.5536,0.0357,True,Folk,40,0.567,0.558,278213,0.377,0.861,A,0.135,-13.967,Minor,0.0316,103.523,4/4,0.617
2020,5H6Jp0syB5yEPk7SWYdlmk,The Wind Cries Mary,Jimi Hendrix,Are You Experienced,56,92.97,0.4107,0.0714,True,Rock,63,0.348,0.499,200733,0.495,0.0286,F,0.2,-10.508,Major,0.0501,80.086,4/4,0.339
2020,07ahbydCmD0CLoN2zIx8bR,"I'm The Man, That Will Find You",Connan Mockasin,Caramel,55,113.91,0.5091,0.0364,True,Folk,45,0.622,0.457,301693,0.316,0.00163,G,0.101,-9.831,Minor,0.0403,143.462,4/4,0.308
2020,0fDFzVTG8c2fW9EM5f1RHM,Indian Food,Dumbo Gets Mad,Quantum Leap,55,106.03,0.3818,0.0182,True,Indie,51,0.765,0.561,213786,0.896,0.685,D,0.124,-4.903,Major,0.0528,86.808,4/4,0.629
2020,61JDaStnXY3vbaEjliB5WA,Ghost Ship,Blur,The Magic Whip,55,108.91,0.4545,0.0364,True,Rock,61,0.0324,0.803,299133,0.722,0.00264,D,0.0763,-6.421,Major,0.0377,139.981,4/4,0.857
2020,0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,A$AP Rocky,TESTING,54,94.58,0.3333,0.0185,True,Pop,68,0.271,0.305,183120,0.668,3.8e-05,C#,0.369,-9.404,Major,0.222,163.314,5/4,0.128
2020,44i6jEICONcpRzd3Tyejlp,Feel Me - Single Version,Aeris Roves,Feel Me,54,101.81,0.3519,0.0556,True,R&B,53,0.835,0.667,211766,0.356,1.42e-05,B,0.125,-10.464,Minor,0.46,177.897,4/4,0.513
2020,4iwpCp7qdDLngGI3gsVTza,Miracle Aligner,The Last Shadow Puppets,Everything You've Come To Expect,54,86.21,0.5926,0.037,True,Rock,61,0.0124,0.562,245728,0.724,1.42e-06,F#,0.223,-8.627,Minor,0.0271,113.056,4/4,0.855
2020,6TIOhfnPBw0k5s3KHN3VHO,A Different Age,Current Joys,A Different Age,54,178.48,0.3148,0.0,True,Rock,54,0.637,0.627,412418,0.371,0.0643,D,0.0759,-10.621,Major,0.0269,143.935,4/4,0.361
2020,2QUlMbvD9bL8wHqfsoqoet,Stop The World I Wanna Get Off With You,Arctic Monkeys,Why'd You Only Call Me When You're High?,53,68.03,0.4717,0.0189,True,Indie,63,0.0537,0.661,191040,0.73,3.44e-05,F#,0.14,-6.779,Minor,0.0574,95.027,4/4,0.53
2020,2AT8iROs4FQueDv2c8q2KE,R U Mine?,Arctic Monkeys,AM,52,65.69,0.5192,0.0192,True,Rock,79,0.00616,0.288,201726,0.758,0.0,F#,0.303,-5.692,Minor,0.0371,97.094,4/4,0.619
2020,4VysGAsuHWHDxasPnTgwbo,The Ultracheese,Arctic Monkeys,Tranquility Base Hotel & Casino,52,79.93,0.5192,0.3269,True,Indie,60,0.624,0.476,217720,0.555,3.98e-05,A,0.126,-6.551,Major,0.0404,131.497,3/4,0.426
2020,58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,Favourite Worst Nightmare,52,113.08,0.4231,0.0192,True,Indie,63,0.00237,0.52,253587,0.852,5.79e-05,C,0.0733,-5.866,Major,0.0543,140.267,4/4,0.234
2020,6wNUBZNWFxdUGof6vkaykE,One For The Road,Arctic Monkeys,AM,52,100.01,0.3462,0.0577,True,Rock,67,0.212,0.415,206052,0.668,0.0615,C,0.27,-6.849,Major,0.036,180.048,4/4,0.842
2020,55DyBUkjebkcYhDGfEXitR,Cariño,The Marías,Cariño,51,102.42,0.4314,0.0392,True,R&B,59,0.401,0.647,258714,0.388,0.0453,C,0.117,-13.718,Minor,0.0297,113.98,4/4,0.669
