track_id,track_name,artist_name,album_name,genre,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,tempo,key,mode,loudness,time_signature,total_plays,total_minutes,avg_skip_rate,years_active
37lotBTQcBbYI7vEoGsOfg,Under the Stars,Hans Zimmer,The Lion King,Soundtrack,51,0.624,0.297,0.171,0.515,0.109,0.0473,0.112,108.469,G,Major,-20.747,3/4,6,2.2,0.667,[2026]
6tunhVGD8C05MZNjSVIsjw,It Never Rains in Southern California,Albert Hammond,It Never Rains In Southern California,Rock,61,0.124,0.626,0.565,0.0,0.0811,0.0271,0.924,116.61,A,Major,-10.027,4/4,6,11.4,0.333,[2025]
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,Weezer,Weezer,Rock,75,0.00719,0.654,0.81,0.00251,0.165,0.0288,0.661,114.623,E,Minor,-6.26,4/4,6,14.6,0.167,[2025]
1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,Weezer,Make Believe,Children’s Music,68,0.0932,0.693,0.823,0.0,0.328,0.0726,0.741,87.904,F,Major,-3.761,4/4,6,9.2,0.333,[2025]
6OiRh4kttAs1YWglvTcYkB,Alrighty Aphrodite,Peach Pit,Being So Normal,Rock,61,0.00605,0.534,0.724,0.0929,0.108,0.0495,0.503,81.846,F#,Minor,-4.675,4/4,6,0.4,1.0,[2025]
4MTNJQ4reRfe0L96z1UAM4,O Katrina!,Black Lips,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Blues,37,0.00114,0.255,0.855,0.000985,0.113,0.0407,0.835,179.678,A,Major,-5.73,4/4,6,3.4,0.833,[2025]
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,An Innocent Man,Rock,79,0.0747,0.701,0.943,0.0,0.601,0.0456,0.791,128.992,E,Major,-2.986,4/4,6,10.4,0.5,[2025]
12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,Tapestry,Folk,66,0.498,0.45,0.441,0.00562,0.133,0.0352,0.811,208.282,A,Minor,-12.718,4/4,6,10.7,0.5,[2025]
1gpBDeONibvJyQYEv5HJh9,Drop the Guillotine,Peach Pit,Being So Normal,Rock,57,0.0381,0.514,0.881,9.55e-06,0.103,0.0629,0.577,87.541,C,Major,-6.52,4/4,6,7.7,0.667,[2025]
5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Rick Springfield,Working Class Dog,Rock,70,0.164,0.727,0.832,0.0,0.105,0.05,0.822,131.703,D,Major,-5.851,4/4,6,18.2,0.0,[2025]
1H7gMYGykdtwZOV6s1N0by,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,Rubber Soul,Rock,68,0.183,0.425,0.369,0.00126,0.112,0.0379,0.65,176.625,E,Major,-11.876,3/4,6,5.9,0.667,[2025]
37zuIvk4KBkAxxLJsxJaHq,Would That I,Hozier,"Wasteland, Baby!",Pop,65,0.243,0.521,0.526,0.00537,0.108,0.0281,0.502,130.694,F,Major,-6.032,4/4,6,5.0,0.833,[2025]
7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna,Rock,63,0.327,0.591,0.804,5.98e-06,0.0818,0.0454,0.658,111.457,C,Major,-7.299,4/4,5,2.1,0.8,[2025]
01MBhRpvFkbeRwAp7gcF2W,E-Pro,Beck,Guero,Children’s Music,50,0.00182,0.622,0.948,0.151,0.0827,0.0978,0.665,95.785,A,Major,-6.169,4/4,5,6.8,0.6,[2025]
7dSCxR4LqkmxoBrq9MzVSD,Psycho Killer,Talking Heads,Talking Heads '77,Folk,43,0.0586,0.721,0.401,0.00259,0.122,0.0661,0.944,123.384,D,Major,-12.139,4/4,5,5.4,0.6,[2025]
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night,Rock,79,0.258,0.73,0.487,0.01,0.0852,0.0303,0.731,114.965,E,Major,-10.991,4/4,5,7.1,0.6,[2026]
7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,Let It Be,Rock,79,0.631,0.443,0.403,0.0,0.111,0.0322,0.41,143.462,C,Major,-8.339,4/4,5,4.2,0.8,[2025]
01SfTM5nfCou5gQL70r6gs,Golden Slumbers - Remastered 2009,The Beatles,Abbey Road,Rock,64,0.326,0.419,0.152,0.0034,0.113,0.0277,0.239,80.608,C,Major,-12.126,4/4,5,0.4,1.0,[2025]
0Bi1yywe4x2EpWgcuCZ1Hb,Bittersweet Symphony - Jim Eno Sessions,Mondo Cozmo,Spotify Singles,Alternative,43,0.0201,0.396,0.789,0.0639,0.0762,0.0303,0.458,169.985,A,Major,-8.245,4/4,5,11.6,0.6,[2025]
3X7uFMzJrEE0sxn62qd8Ch,Nothing's Gonna Stop Us Now,Starship,No Protection,Rock,75,0.0298,0.643,0.801,0.0,0.0719,0.0228,0.534,95.988,F#,Major,-4.921,4/4,5,5.6,0.6,[2025]
3dVQcur9BPd2yrDEx6wMRH,Killer Diller Blues - Music from The American Epic Sessions,Alabama Shakes,Killer Diller Blues,Folk,49,0.857,0.566,0.571,0.000593,0.141,0.0494,0.967,163.293,C,Major,-5.288,4/4,5,8.8,0.2,[2025]
1OYOLWqKmhkFIx2KC9ek1a,Colors of the Wind,Judy Kuhn,Pocahontas,Movie,64,0.933,0.249,0.17,0.000344,0.103,0.0573,0.219,62.659,C#,Major,-17.232,4/4,5,12.6,0.2,[2025]
5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,Billy Joel,The Stranger (Legacy Edition),Rock,73,0.797,0.292,0.324,0.000473,0.12,0.0346,0.384,176.631,D#,Major,-11.996,3/4,5,3.6,0.8,[2025]
0VXp4zDspR993l2hIKW17g,Anthems For A Seventeen Year-Old Girl,Broken Social Scene,You Forgot It In People,Folk,59,0.214,0.483,0.446,0.0159,0.132,0.0359,0.403,80.093,E,Major,-9.417,4/4,5,4.8,0.8,[2025]
3PQEaRs2JEwtk79IqbQYt1,Blue Monday '88 - 2015 Remaster,New Order,Singles,Rock,53,2.79e-05,0.701,0.878,0.522,0.0608,0.035,0.875,130.512,G,Major,-7.911,4/4,5,5.0,0.8,[2025]
45WX2cfbL8bCIqv3rOq1G3,I'll Follow The Sun - Remastered 2009,The Beatles,Beatles For Sale,Rock,59,0.789,0.689,0.313,0.0,0.144,0.0366,0.625,133.754,C,Major,-10.073,4/4,5,6.0,0.2,[2025]
4UF1eupXP9Zz5GpYepyOxI,Razorblade,The Strokes,First Impressions Of Earth,Indie,52,0.00201,0.394,0.859,0.233,0.1,0.0409,0.511,136.075,A,Major,-3.851,5/4,5,0.2,1.0,[2025]
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,The Supremes,The Supremes A' Go-Go,Pop,75,0.344,0.486,0.725,0.0,0.0831,0.0661,0.694,193.249,A#,Major,-9.263,4/4,5,6.2,0.4,[2025]
2AMfSTT0oPLON96dztugKE,Pull Away,Leon Bridges,Coming Home,Soul,51,0.451,0.639,0.468,0.0102,0.12,0.0231,0.42,97.53,F,Major,-8.329,3/4,4,6.1,0.5,[2025]
4w3tQBXhn5345eUXDGBWZG,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,Country,77,0.416,0.554,0.783,1.54e-06,0.631,0.0457,0.813,105.39,F#,Major,-5.852,4/4,4,6.6,0.25,[2026]
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,Billy Joel,The Stranger (Legacy Edition),Rock,62,0.159,0.579,0.872,0.0,0.0935,0.159,0.761,76.214,C,Major,-6.126,4/4,4,8.3,0.5,[2025]
58uDCyprC3aa3x70fUv8dk,Monotonia,The Growlers,Monotonia,Rock,52,0.509,0.61,0.802,0.0149,0.104,0.0281,0.756,122.071,D,Minor,-4.582,4/4,4,4.1,0.75,[2026]
0elCmyfISzkP5tAYTVuYjS,August,flipturn,Citrona,Indie,46,0.0892,0.45,0.602,0.00622,0.103,0.0273,0.16,172.25,F#,Major,-4.308,4/4,4,2.6,0.75,[2025]
4lY95OMGb9WxP6IYut64ir,Shake It Out,Florence + The Machine,Ceremonials,Pop,65,0.0126,0.519,0.808,0.0,0.105,0.0383,0.251,107.505,A#,Major,-4.097,4/4,4,10.0,0.0,[2025]
1c478uMN61yF2JOXXEtsdw,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,Spectrum (Say My Name) EP,Folk,53,0.0028,0.589,0.941,0.00151,0.0896,0.0509,0.59,126.113,B,Minor,-3.735,4/4,4,1.4,0.75,[2025]
2fdMAIsNH4wY7RRda8aCfL,You and I,Wilco,Wilco (The Album),Folk,44,0.285,0.71,0.652,2.87e-05,0.166,0.0294,0.597,122.189,G#,Major,-7.476,4/4,4,8.3,0.25,[2025]
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,Rock,72,0.729,0.483,0.721,0.0,0.189,0.032,0.562,95.261,C,Major,-6.836,4/4,4,12.9,0.25,[2025]
4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),Folk,68,0.659,0.532,0.495,0.0,0.0754,0.0343,0.308,124.936,A#,Major,-6.662,4/4,4,10.7,0.25,[2025]
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,Bruce Springsteen,Born In The U.S.A.,Rock,72,0.589,0.62,0.446,0.0299,0.0727,0.0347,0.868,88.591,C#,Minor,-14.451,4/4,4,2.7,0.75,[2026]
3mwvKOyMmG77zZRunnxp9E,Buddy Holly,Weezer,Weezer,Alternative,68,0.00336,0.553,0.913,0.000375,0.103,0.0396,0.829,121.159,G#,Major,-4.563,4/4,4,5.8,0.25,[2025]
1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,The Beatles,Rock,67,0.232,0.818,0.728,0.0642,0.251,0.0314,0.975,113.059,A#,Major,-8.331,4/4,4,4.5,0.5,[2025]
20hQFBI3Fvene9YT75JUNM,Ramona,Beck,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Folk,47,0.0313,0.408,0.582,0.803,0.142,0.0294,0.325,123.068,A,Minor,-7.102,4/4,4,9.4,0.25,[2025]
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,Rock,74,0.000373,0.398,0.952,7.75e-05,0.1,0.061,0.584,122.093,E,Major,-6.042,4/4,4,4.9,0.75,[2026]
6XxsaUGWRXc30HgewJ10M8,"Bitch, I Love You",Black Joe Lewis & The Honeybears,Black Joe Lewis & The Honeybears,Blues,41,0.00153,0.516,0.781,0.00116,0.275,0.0311,0.787,98.106,E,Major,-3.694,3/4,4,0.1,1.0,[2026]
0L0T4tMAaGqLgIVj1MOj9t,Father Figure - Remastered,George Michael,Faith,Rock,64,0.163,0.689,0.333,3.36e-05,0.0853,0.0262,0.284,101.988,D#,Major,-13.288,4/4,4,11.3,0.5,[2026]
2DNXgvkyv35vTWvdgjs7qn,Someone New,Hozier,Hozier (Expanded Edition),Pop,69,0.429,0.443,0.533,3.66e-06,0.332,0.0473,0.596,183.791,G,Major,-5.956,4/4,4,9.9,0.25,[2025]
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,Rock,68,0.0326,0.626,0.803,1.35e-05,0.0596,0.0358,0.968,149.918,E,Minor,-7.214,4/4,4,5.1,0.25,[2026]
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,No Secrets,Folk,76,0.157,0.659,0.678,6.69e-06,0.0784,0.0313,0.647,106.186,C,Major,-8.18,4/4,4,7.1,0.5,[2025]
6gTrbqZnyljwXdYQTyBkSx,You Make Me Feel Like Dancing - Remastered,Leo Sayer,Endless Flight,Rock,53,0.0848,0.728,0.718,0.0,0.0579,0.0501,0.733,95.922,G#,Minor,-5.281,4/4,4,6.6,0.5,[2026]
6KEWtSOGKpIXGw6l1uJgsR,The Things We Do For Love,10cc,Deceptive Bends,Rock,65,0.163,0.637,0.528,0.0,0.122,0.0394,0.781,106.949,C#,Major,-9.837,4/4,3,0.1,1.0,[2026]
1dvOwoHwZB9SwvRw2Gv3nz,To Binge (feat. Little Dragon),Gorillaz,Plastic Beach,Children’s Music,56,0.58,0.576,0.511,3.89e-05,0.261,0.0315,0.957,206.473,D,Major,-7.006,4/4,3,0.1,1.0,[2026]
6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,Blind Melon,Rock,75,0.619,0.389,0.476,5.09e-05,0.255,0.0316,0.566,148.117,A,Major,-9.342,4/4,3,2.4,0.667,[2026]
5Anh8jULgeUgciLHCR25Mk,Like A Star,Corinne Bailey Rae,Corinne Bailey Rae,R&B,64,0.715,0.605,0.226,0.0001,0.35,0.0347,0.142,122.713,D,Minor,-10.617,4/4,3,8.1,0.333,[2026]
3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,Sublime,Reggae,70,0.00877,0.804,0.696,0.000985,0.314,0.0899,0.657,95.721,G,Major,-7.47,4/4,3,5.2,0.333,[2026]
5E8yddtSG3sH4hw2SfwcgW,Can You Feel the Love Tonight,Joseph Williams,The Lion King,Movie,68,0.808,0.296,0.132,0.0,0.543,0.0719,0.477,166.765,F,Major,-19.311,3/4,3,1.9,0.667,[2026]
3yXC4ltez6LwFDh5Lk8k7v,King of Pride Rock,Hans Zimmer,The Lion King,Soundtrack,49,0.702,0.192,0.135,0.73,0.102,0.0415,0.077,126.759,F,Major,-22.859,4/4,3,0.5,1.0,[2026]
0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes,Kim Carnes,Mistaken Identity,Rock,73,0.0204,0.675,0.649,0.0,0.0959,0.0319,0.596,116.624,F,Major,-10.271,4/4,2,3.8,0.5,[2026]
7m8PDR3PRg5lPhWMdYrktc,Trouble Sleeping,Corinne Bailey Rae,Corinne Bailey Rae,Folk,54,0.14,0.636,0.55,0.0,0.0763,0.0237,0.535,90.97,F,Minor,-6.905,4/4,2,3.7,0.5,[2026]
0mRQp2HsSqX1MZuMvonAPN,Let Me Roll It - 2010 Remaster,Paul McCartney,Band On The Run,Folk,54,0.0327,0.338,0.407,0.00246,0.081,0.0371,0.519,172.612,E,Major,-8.506,3/4,2,4.2,0.0,[2026]
0l4tZquzNX3KM43B6iHY76,Paris Nights / New York Mornings,Corinne Bailey Rae,The Sea,Soul,34,0.17,0.556,0.574,0.000598,0.11,0.042,0.575,161.043,D,Minor,-9.133,4/4,2,0.0,1.0,[2026]
26Vcf2qFrnaa0pFJkGFh61,Sanctify,St. Paul & The Broken Bones,Sea of Noise,Soul,55,0.103,0.418,0.344,0.198,0.214,0.0391,0.231,111.709,G,Major,-8.42,4/4,2,0.0,1.0,[2026]
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,1989,Pop,69,0.085,0.752,0.678,1.64e-06,0.13,0.0646,0.583,96.009,F,Major,-5.421,4/4,2,3.9,0.0,[2026]
3BdHMOIA9B0bN53jbE5nWe,Blue Light,Mazzy Star,So Tonight That I Might See,Children’s Music,48,0.837,0.451,0.222,0.63,0.0978,0.0285,0.179,138.943,E,Major,-15.508,3/4,2,0.1,1.0,[2026]
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,Storm Front,Rock,71,0.0771,0.712,0.967,0.0,0.356,0.047,0.895,145.024,G,Major,-5.206,4/4,2,0.1,1.0,[2026]
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,Survivor,Rocky IV,Rock,77,0.132,0.817,0.599,0.000311,0.0873,0.0328,0.548,108.873,C,Minor,-9.249,4/4,2,0.2,1.0,[2026]
4JGKZS7h4Qa16gOU3oNETV,Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",Rock,73,0.00313,0.551,0.643,0.00385,0.421,0.0353,0.514,128.661,E,Major,-13.091,4/4,2,0.1,1.0,[2026]
0qxtQ8rf3W1nId3D2r0xH4,I Just Can't Wait to Be King,Jason Weaver,The Lion King,Movie,71,0.294,0.625,0.52,5.99e-05,0.0951,0.0586,0.902,98.819,F#,Major,-14.213,4/4,2,0.1,1.0,[2026]
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,Green Day,Dookie,Pop,76,0.0175,0.531,0.909,0.0,0.231,0.034,0.814,97.546,B,Major,-4.236,4/4,2,2.8,0.5,[2026]
3MFa9idQuY4iJLWsZl3tIQ,Young Hearts Run Free,Candi Staton,Young Hearts Run Free,Soul,65,0.13,0.653,0.652,1.58e-05,0.202,0.0427,0.846,115.388,G,Minor,-9.304,4/4,2,4.2,0.5,[2026]
0HU5JnVaKNTWf6GykV9Zn8,Circle of Life,Carmen Twillie,The Lion King,Movie,66,0.074,0.324,0.391,0.0,0.286,0.0423,0.594,83.307,A#,Major,-16.093,4/4,2,4.2,0.5,[2026]
1m3BAsNsQAaSNMD2M6vlKY,Breezin',George Benson,Breezin',Jazz,58,0.476,0.682,0.752,0.863,0.0768,0.0454,0.964,81.081,D,Major,-9.521,4/4,2,5.8,0.5,[2026]
3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,Van Morrison,Moondance,Folk,72,0.367,0.608,0.524,0.00254,0.115,0.0309,0.797,86.204,G#,Major,-10.266,4/4,2,5.9,0.0,[2026]
3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,Greatest Hits,Rock,70,0.341,0.724,0.249,0.11,0.0933,0.0321,0.444,93.667,F,Major,-15.488,4/4,2,0.3,1.0,[2026]
4kP69y3GKHi9tXckfgp4bK,For Once In My Life,Stevie Wonder,For Once In My Life,Soul,73,0.195,0.524,0.519,0.0,0.523,0.043,0.847,110.121,F#,Major,-11.903,4/4,2,5.7,0.0,[2026]
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,Pop,79,0.0116,0.596,0.869,0.173,0.0678,0.037,0.944,109.902,A#,Major,-11.97,4/4,2,4.0,0.5,[2026]
6BrMEbPSSj55nQhkgf6DnE,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,Hatful of Hollow,Indie,65,0.534,0.241,0.468,0.0,0.161,0.0272,0.451,91.581,D,Major,-9.579,3/4,2,0.1,1.0,[2026]
6mYrhCAGWzTdF8QnKuchXM,If I Could Turn Back Time,Cher,Heart Of Stone,Pop,73,0.244,0.654,0.566,0.0,0.123,0.0268,0.527,108.293,B,Major,-10.313,4/4,2,4.0,0.5,[2026]
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac,Rumours,Rock,78,0.009,0.545,0.67,0.000822,0.0451,0.0496,0.481,151.553,A,Major,-8.81,4/4,2,0.1,1.0,[2026]
5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,Super Hits,Pop,71,0.103,0.555,0.757,1.16e-06,0.0631,0.0601,0.582,129.607,C#,Minor,-7.868,4/4,2,1.7,0.5,[2026]
5ZoDwIP1ntHwciLjydJ8X2,My Cherie Amour,Stevie Wonder,My Cherie Amour,Soul,61,0.228,0.574,0.507,4.57e-06,0.279,0.0258,0.514,101.085,F#,Major,-11.343,4/4,2,2.9,0.5,[2026]
5k3U0OGYBccHdKJJu3HrUN,Hakuna Matata,Nathan Lane,The Lion King,Movie,68,0.59,0.417,0.313,1.98e-05,0.116,0.119,0.728,164.565,C,Major,-17.986,4/4,2,0.0,1.0,[2026]
5l9c6bJmzvftumhz4TMPgk,Harvest Moon,Neil Young,Harvest Moon,Rock,71,0.526,0.648,0.309,0.000249,0.124,0.0264,0.407,112.929,D,Major,-12.432,4/4,2,0.0,1.0,[2026]
6GsP3uMCd0Dn5T37C93waZ,Sick Love,Red Hot Chili Peppers,The Getaway,Children’s Music,66,0.183,0.591,0.794,0.0,0.292,0.069,0.875,147.974,E,Minor,-5.935,4/4,2,4.9,0.0,[2026]
0X5C4WjQNubRysTkHOubz3,Lovesong - 2010 Remaster,The Cure,Disintegration,Rock,61,0.339,0.611,0.813,0.898,0.224,0.0279,0.821,140.112,A,Minor,-7.689,4/4,2,3.6,0.5,[2026]
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,Freeze Frame,Folk,71,0.249,0.653,0.677,0.0,0.403,0.0396,0.888,114.37,C,Major,-12.244,4/4,2,3.7,0.5,[2026]
5JwK7v6XhG0YgqDuCgzOy8,And She Was,Talking Heads,Little Creatures,Folk,51,0.013,0.763,0.629,0.0585,0.0756,0.0322,0.973,126.477,A,Major,-9.947,4/4,2,3.7,0.5,[2026]
2wQN8tMYOHStr6Q61jh0IK,...To Die For,Hans Zimmer,The Lion King,Soundtrack,48,0.773,0.0801,0.254,0.913,0.281,0.0655,0.0442,76.23,E,Major,-20.334,3/4,2,0.1,1.0,[2026]
2T5Ch09nefwckOu5NQvjIk,Carolina in My Mind,James Taylor,Greatest Hits,Folk,67,0.118,0.579,0.267,0.000562,0.132,0.0348,0.353,74.899,E,Major,-15.11,4/4,2,3.2,0.5,[2026]
4yqtwO7MQIIXqoiRBPHAgR,Money for Nothing,Dire Straits,Brothers in Arms,Rock,62,0.0491,0.667,0.655,0.000894,0.0641,0.0367,0.657,134.212,D,Minor,-9.339,4/4,2,0.0,1.0,[2026]
0Ko9gGyOSjYxb71VBZotZW,Boss D.J.,Sublime,Robbin' The Hood,Reggae,37,0.741,0.586,0.261,0.0,0.168,0.0485,0.559,126.057,G,Major,-7.107,4/4,2,5.6,0.0,[2026]
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,Tracy Chapman,New Beginning,Pop,72,0.602,0.608,0.419,7.58e-06,0.108,0.0331,0.602,100.22,B,Major,-10.016,4/4,2,4.5,0.5,[2026]
39lSeqnyjZJejRuaREfyLL,Hungry Like the Wolf - 2009 Remaster,Duran Duran,Rio,Pop,72,0.0433,0.691,0.812,1.16e-06,0.299,0.0558,0.685,127.568,C,Major,-7.772,4/4,2,7.4,0.0,[2026]
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),Rock,79,0.079,0.742,0.833,0.0,0.384,0.115,0.816,113.375,D,Major,-6.463,4/4,2,3.6,0.5,[2026]
5qsm0eGh4vPXOOEKNrH6cX,Hold On Tight,Boney James,Send One Your Love,Jazz,37,0.622,0.537,0.521,0.859,0.12,0.0432,0.781,135.589,D#,Minor,-11.084,4/4,2,5.1,0.5,[2026]
16VhHtoaOjTU4AJBNSBNQ1,"Hey, Hey, What Can I Do - Remaster",Led Zeppelin,Coda,Rock,61,0.166,0.468,0.858,0.000304,0.0807,0.0543,0.526,77.987,C#,Major,-9.639,4/4,2,0.1,1.0,[2026]
0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,Yes,90125,Rock,69,0.306,0.695,0.746,0.00524,0.368,0.0387,0.885,125.123,G,Major,-8.12,4/4,1,0.0,1.0,[2026]
0Ps4Eh6SQjeLnubbCsQTDD,Little Bit,Lykke Li,Youth Novels,Pop,58,0.158,0.819,0.736,0.00161,0.109,0.0416,0.701,120.318,G,Major,-6.504,4/4,1,4.6,0.0,[2026]
0EANX0OVKSCcmarY50Xa4p,Can You Feel the Love Tonight - End Title,Elton John,The Lion King,Rock,58,0.88,0.309,0.179,0.000346,0.117,0.0337,0.167,121.498,A#,Major,-17.077,4/4,1,0.0,1.0,[2026]
0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,Rock,71,0.0382,0.476,0.717,7.61e-05,0.0818,0.0949,0.753,93.584,A,Major,-9.192,4/4,1,0.0,1.0,[2026]
010ALbbh5KlQ4fKWgSdhRd,Look On Down From The Bridge,Mazzy Star,Among My Swan,Rock,60,0.642,0.37,0.0772,0.69,0.112,0.0414,0.0954,119.942,C,Major,-19.322,4/4,1,0.1,1.0,[2026]
0B1zVsLqmV9ibIFdNS5tGs,I Saw the Light,Todd Rundgren,Something / Anything?,Country,51,0.0531,0.583,0.833,5.57e-05,0.16,0.0343,0.81,119.884,C,Major,-8.29,4/4,1,0.0,1.0,[2026]
0AqjkVFqa1ujle4Lb1k9wR,The Ocean - Remaster,Led Zeppelin,Houses of the Holy,Rock,55,0.08,0.401,0.56,0.0121,0.361,0.0612,0.735,88.256,A,Major,-8.7,4/4,1,0.4,1.0,[2026]
0PKmDncVOiNQLO6D1P6PXi,I Won't Say (I'm In Love),Susan Egan,Hercules,Movie,59,0.228,0.684,0.481,0.0,0.157,0.0391,0.48,121.208,C,Major,-10.305,4/4,1,0.0,1.0,[2026]
0KMGxYKeUzK9wc5DZCt3HT,If You Leave Me Now,Chicago,Chicago X,Folk,73,0.0193,0.429,0.564,0.000828,0.128,0.0268,0.276,104.212,B,Major,-6.784,4/4,1,0.5,0.0,[2026]
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,Bon Jovi,Rock,68,0.00482,0.476,0.897,2.38e-05,0.152,0.0627,0.667,152.497,A,Minor,-4.237,4/4,1,0.1,1.0,[2026]
05f8Hg3RSfiPSCBQOtxl3i,When the Levee Breaks - Remaster,Led Zeppelin,Led Zeppelin IV,Rock,62,0.00217,0.271,0.766,0.52,0.0707,0.0329,0.803,142.914,F,Major,-8.03,4/4,1,0.0,1.0,[2026]
00Ci0EXS4fNPnkTbS6wkOh,Electric Love - Oliver Remix,BØRNS,Electric Love,Indie,52,0.00109,0.44,0.766,0.00696,0.26,0.0712,0.0889,122.986,A,Major,-5.93,4/4,1,0.0,1.0,[2026]
