track_id,track_name,artist_name,album_name,genre,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence,tempo,key,mode,loudness,time_signature,total_plays,total_minutes,avg_skip_rate,years_active
0W0euvQlhbcsTydzsD4EQk,Death Letter Blues,Son House,Father Of The Delta Blues: The Complete 1965 Sessions,Blues,38,0.865,0.803,0.288,0.0593,0.0833,0.0629,0.865,115.685,G,Minor,-15.418,4/4,27,70.2,0.135,"[2023, 2026]"
2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,City to City,Rock,66,0.213,0.783,0.322,0.00243,0.114,0.0343,0.77,128.226,C,Major,-15.091,4/4,27,55.3,0.373,"[2022, 2026]"
7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,Crowded House,Crowded House,Rock,73,0.0148,0.439,0.422,4.84e-05,0.0697,0.0409,0.551,81.833,G#,Major,-17.227,4/4,27,60.4,0.369,"[2025, 2026]"
3MJov5mT64K42o1Rffhblq,Never in My Wildest Dreams,Dan Auerbach,Waiting on a Song,Rock,67,0.315,0.559,0.466,0.0039,0.0933,0.0362,0.623,117.21,F,Major,-6.769,4/4,27,32.3,0.593,[2022]
0hCjDPhl5JbFpYbrlebXvB,In the Kingdom,Mazzy Star,Seasons of Your Day,Children’s Music,51,0.537,0.338,0.456,0.331,0.0925,0.027,0.347,171.819,C,Major,-10.008,4/4,27,77.8,0.37,[2022]
03pRnmoWR9IVKkIR73iGIG,Take It Easy (Ever After Lasting Love),White Denim,Stiff,Blues,38,0.728,0.591,0.453,0.0395,0.142,0.0369,0.397,98.943,E,Major,-11.467,4/4,27,49.9,0.407,[2022]
4m3vLNZkFAjm30XxPXf7E3,Eres para Mí (with Anita Tijoux),Julieta Venegas,Limon Y Sal,Rock,64,0.0701,0.8,0.685,6.22e-06,0.278,0.0778,0.899,96.986,F#,Minor,-5.841,4/4,26,71.8,0.154,[2022]
0IVkP59yJ9GFF6B7IrvrxA,Paper Bag,Fiona Apple,When The Pawn...,Folk,51,0.714,0.715,0.446,2.29e-05,0.11,0.0366,0.845,140.969,C,Major,-9.904,3/4,26,51.6,0.308,[2022]
68qYhu1du0kbiyAtnIKNLh,Tea for Two,Albert Hammond Jr,Francis Trouble,Blues,43,0.114,0.604,0.749,0.0,0.0788,0.0313,0.737,110.044,G,Minor,-4.356,4/4,26,35.8,0.654,[2022]
1ZozGivTAYsOwhy6LVHsPX,Kool Thing,Sonic Youth,Goo,Rock,57,0.0107,0.25,0.8,0.111,0.118,0.0443,0.298,154.341,G,Major,-11.6,4/4,26,17.4,0.769,[2022]
1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,Strange Days,Rock,69,0.685,0.699,0.467,0.0,0.315,0.0375,0.764,119.287,E,Minor,-8.578,4/4,26,18.0,0.517,"[2022, 2025]"
3ghXwIS6cr3P5InauKlqFy,These Days,The Black Keys,Brothers,Children’s Music,46,0.746,0.436,0.288,0.00208,0.098,0.0315,0.268,117.482,G,Major,-10.726,4/4,25,41.2,0.68,[2023]
4dneV7C1yDt9UtyxrQY375,Boys Don't Cry - Single Version,The Cure,Three Imaginary Boys,Dance,63,0.00486,0.465,0.841,0.0,0.109,0.0634,0.689,168.743,B,Minor,-5.767,4/4,25,35.9,0.4,[2024]
6i8gUFwd6cFuC20Wz4wDPq,Burning Man,Third Eye Blind,Third Eye Blind,Alternative,41,0.0176,0.666,0.655,2.37e-06,0.358,0.027,0.714,91.228,D,Major,-8.243,4/4,25,59.4,0.16,[2022]
3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),Carlos Baute,De mi puño y letra - Edicion Coleccionista,Pop,74,0.535,0.836,0.637,0.0,0.129,0.0367,0.875,120.025,F#,Major,-4.803,4/4,25,36.8,0.56,[2022]
4mdyVTV7Tr5YDFnD2kvSM4,Bruises,Chairlift,Does You Inspire You,Dance,56,0.0175,0.579,0.554,0.0221,0.101,0.0587,0.838,185.183,C,Major,-7.08,4/4,25,58.8,0.36,[2023]
0ElRzK07sc9eszyk1ea9Ab,Human Fly,The Cramps,Off The Bone,Dance,53,0.0389,0.531,0.849,0.00763,0.186,0.111,0.305,119.516,A,Major,-10.754,4/4,25,38.1,0.36,[2023]
5FFowl1Ve4S5OehL6OywSg,Waiting Room,Fugazi,13 Songs,Indie,61,0.00401,0.616,0.727,0.86,0.157,0.0365,0.54,92.259,C#,Minor,-8.176,4/4,25,33.6,0.36,[2022]
2gZUPNdnz5Y45eiGxpHGSc,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,Rap,79,0.0162,0.543,0.915,0.0,0.744,0.113,0.577,153.998,C,Minor,-4.746,4/4,25,44.0,0.28,[2022]
1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster,The Smiths,Hatful of Hollow,Dance,68,0.000854,0.398,0.93,0.121,0.0874,0.0615,0.725,190.818,B,Major,-6.76,4/4,25,58.2,0.623,"[2024, 2025]"
2CzWeyC9zlDpIOZPUUKrBW,1234,Feist,The Reminder,Folk,60,0.219,0.71,0.491,1.99e-06,0.0859,0.0504,0.638,109.933,D,Major,-7.382,4/4,24,41.9,0.292,[2023]
1MHYAqWWdDRePmnqORynrq,Kathleen,Catfish and the Bottlemen,The Balcony,Rock,68,0.000406,0.487,0.888,0.00104,0.405,0.0887,0.563,137.939,B,Minor,-4.736,4/4,24,17.2,0.75,[2024]
5sCab5LlHPDB6NjvrZMwdX,Rudy,Rostam,Half-Light,Folk,41,0.377,0.654,0.605,0.0,0.0891,0.136,0.457,90.016,D,Major,-9.031,4/4,24,66.0,0.292,[2023]
4XYo3W8U6IY42EbB01rnR4,Heaven,Clairo,Heaven,Indie,64,0.224,0.733,0.262,4.79e-06,0.105,0.028,0.444,135.497,C,Major,-13.766,3/4,24,45.5,0.417,[2022]
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,R&B,77,0.167,0.739,0.511,1.34e-06,0.133,0.0362,0.542,96.038,A,Major,-7.844,4/4,24,64.2,0.253,"[2024, 2025, 2026]"
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Blackstreet,Another Level,R&B,79,0.303,0.868,0.646,0.0,0.284,0.288,0.67,88.641,C#,Minor,-4.674,4/4,24,130.6,0.125,[2023]
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,Californication,Rock,82,0.0021,0.592,0.767,0.00165,0.127,0.027,0.328,96.483,A,Minor,-2.788,4/4,24,73.3,0.292,[2023]
6Vmow8PuUaU7W1T2WWLZk2,Go Gina,SZA,Ctrl,Pop,65,0.799,0.603,0.606,0.0,0.391,0.114,0.463,80.176,A,Major,-6.634,4/4,24,48.7,0.333,[2023]
6L0BBPYeWnaQJeDa0ox0IA,Impossible Germany,Wilco,Sky Blue Sky,Country,49,0.584,0.553,0.727,0.138,0.113,0.0254,0.507,104.95,E,Minor,-6.395,4/4,23,77.7,0.464,"[2025, 2026]"
3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,Rubber Soul,Rock,72,0.449,0.688,0.435,0.0,0.113,0.0323,0.435,103.239,A,Major,-11.359,4/4,23,29.4,0.494,"[2024, 2025]"
3QIoEi8Enr9uHffwInGIsC,Please Come Home for Christmas - 2013 Remaster,Eagles,Please Come Home for Christmas / Funky New Year,Folk,48,0.599,0.612,0.289,0.00266,0.0561,0.0421,0.466,183.18,A,Major,-11.568,3/4,23,60.7,0.283,"[2023, 2025]"
6QQ0yYfjTS8XhiuDqGCXA3,Look At Grandma,Bo Diddley,Where It All Began,Blues,29,0.0472,0.694,0.842,0.0,0.0585,0.0972,0.635,116.155,G,Major,-6.298,4/4,23,32.2,0.522,[2022]
77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,Rock,73,0.387,0.787,0.877,0.00065,0.0387,0.032,0.837,100.61,C#,Minor,-3.822,4/4,23,76.6,0.304,[2023]
00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,Ready to Die - The Remaster; 2015 Remaster,Hip-Hop,63,0.44,0.506,0.505,2.3e-05,0.0938,0.444,0.0788,76.016,G#,Major,-10.198,4/4,23,49.9,0.261,[2022]
1K7xX7qHXeIMwfTtxieAxH,Head Alone,Julia Jacklin,Crushing,Folk,45,0.0594,0.614,0.591,1.45e-05,0.183,0.0328,0.379,114.992,B,Major,-5.724,4/4,23,31.3,0.522,[2022]
7dITAq1YP5e0kTcaDq4YWI,Limón y Sal,Julieta Venegas,Limon Y Sal,Rock,69,0.138,0.634,0.649,0.0,0.288,0.0255,0.491,111.03,B,Major,-6.056,4/4,22,39.0,0.409,[2022]
7mJG18yZGq0aXKWNtK3FQf,Algo Está Cambiando,Julieta Venegas,Si,Alternative,53,0.0635,0.64,0.6,8.48e-05,0.0925,0.0359,0.365,87.008,E,Minor,-7.997,4/4,22,45.8,0.364,[2022]
2g3JAKjKruTL40VffoGLmg,Blue Sunday,The Doors,Morrison Hotel,Rock,53,0.592,0.447,0.319,0.0385,0.0945,0.0283,0.133,73.868,F,Major,-11.642,4/4,22,22.9,0.546,[2023]
12lKq3hZs1BwcqKnA5VXxO,Velvet Ditch,The Arcs,"Yours, Dreamily,",Blues,39,0.000598,0.626,0.727,0.000596,0.1,0.0481,0.546,121.352,E,Minor,-9.829,3/4,22,13.9,0.818,[2022]
4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,This Is All Yours,Indie,64,0.462,0.697,0.877,0.00943,0.083,0.0462,0.802,101.99,D#,Major,-4.465,4/4,22,38.3,0.318,[2023]
3zksbXteOCeSusJ5Xltr3t,Bubble Gum,Clairo,Bubble Gum,Pop,60,0.979,0.509,0.0167,2.72e-05,0.387,0.115,0.229,207.97,A,Major,-24.639,3/4,22,56.4,0.182,[2023]
1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,Morrison Hotel,Rock,72,0.337,0.612,0.634,4.6e-05,0.147,0.0319,0.904,121.059,A,Major,-8.212,4/4,21,64.1,0.143,[2023]
1IFRVS4t1olI0XG9RBWdKH,The Girl,City and Colour,Bring Me Your Love (Special Edition),Folk,59,0.837,0.404,0.542,7.21e-05,0.137,0.0349,0.183,109.166,A#,Major,-7.578,4/4,21,37.6,0.381,[2023]
5773KSWFzg9kCc8yazjbSt,Deceptacon,Le Tigre,Le Tigre,Children’s Music,55,0.055,0.603,0.864,0.00493,0.0986,0.0668,0.616,160.488,E,Minor,-3.341,4/4,21,28.4,0.431,"[2025, 2026]"
4IU1RL4BKvFyXtbTwaHAvW,Ventura Highway,America,Homecoming,Rock,70,0.223,0.673,0.581,0.000206,0.063,0.029,0.818,130.771,D,Major,-10.205,4/4,21,27.2,0.524,[2024]
3fk5fBFB27GbWGATdBpOgr,Carmesí,Vicente Garcia,A la Mar,Reggae,63,0.654,0.809,0.508,0.000224,0.105,0.0328,0.732,121.968,C#,Major,-9.182,4/4,21,29.9,0.476,[2022]
3PG7BAJG9WkmNOJOlc4uAo,Femme Fatale,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Alternative,52,0.913,0.55,0.145,0.0,0.118,0.0332,0.138,103.918,C,Major,-15.753,4/4,21,19.9,0.619,[2022]
3zYpRGnnoegSpt3SguSo3W,Off the Wall,Michael Jackson,Off the Wall,Pop,63,0.182,0.827,0.595,0.0,0.0785,0.0565,0.921,118.741,D#,Minor,-13.909,4/4,21,66.4,0.095,[2024]
6Y5k0NupErwLzOQXDxfVFa,Te Quiero Comer La Boca,La Mosca Tse-Tse,Buenos Muchachos,Ska,61,0.105,0.774,0.665,4.89e-05,0.148,0.0326,0.968,106.842,C,Major,-6.42,4/4,21,21.6,0.667,[2022]
2gNfxysfBRfl9Lvi9T3v6R,Disciples,Tame Impala,Currents,Rock,63,0.078,0.661,0.869,0.924,0.398,0.0334,0.8,126.971,F,Major,-5.477,4/4,21,12.5,0.667,[2024]
2fscHtYDKLd7xYRCTe3prP,Amor (Ft. Mon Laferte) - Mtv Unplugged,Los Auténticos Decadentes,Amor (Ft. Mon Laferte) (Mtv Unplugged),Children’s Music,70,0.0339,0.597,0.818,0.0,0.978,0.0472,0.688,92.869,A,Minor,-5.317,4/4,21,32.3,0.524,[2022]
10u9028SSfRyIKxV4xrzsg,Darling Baby,The Elgins,Hitsville USA - The Motown Singles Collection 1959-1971,Blues,44,0.419,0.574,0.53,0.0,0.241,0.0262,0.83,112.629,A#,Major,-10.111,3/4,20,34.3,0.25,[2023]
5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,The Black Keys,El Camino,Indie,69,0.00772,0.505,0.833,7.9e-05,0.069,0.0475,0.565,130.121,C,Major,-4.632,4/4,20,44.6,0.2,[2023]
19Ym5Sg0YyOCa6ao21bdoG,Gypsy,Fleetwood Mac,Greatest Hits,Rock,69,0.017,0.622,0.54,0.00771,0.265,0.0261,0.847,130.879,F,Major,-13.99,4/4,20,36.1,0.595,"[2024, 2025, 2026]"
0gEyKnHvgkrkBM6fbeHdwK,Linger,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?",Pop,76,0.0783,0.439,0.434,4.87e-05,0.14,0.0265,0.204,94.845,G,Major,-14.918,4/4,19,47.6,0.443,"[2024, 2025]"
5piJiL6aRhvrKBa9YuEfS9,Peace Frog,The Doors,Morrison Hotel,Rock,60,0.16,0.646,0.725,0.00324,0.345,0.0372,0.813,112.62,C,Major,-7.457,4/4,19,32.7,0.316,[2023]
53PkA8aXiwH4ppa0V0iO7o,oh baby,LCD Soundsystem,american dream,Folk,63,0.0192,0.58,0.622,0.653,0.648,0.0352,0.781,169.442,F,Major,-12.005,4/4,19,71.8,0.421,[2023]
7zMUCLm1TN9o9JlLISztxO,Burning Love,Elvis Presley,Elvis (Fool),Rock,68,0.0993,0.66,0.748,0.00585,0.283,0.0284,0.972,143.549,D,Major,-11.206,4/4,19,51.1,0.0,[2024]
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,Menagerie,Soul,73,0.292,0.69,0.651,0.00241,0.105,0.0324,0.706,97.918,A,Major,-8.267,4/4,19,56.5,0.263,[2024]
1Omt5bfz1tZUCqd26HxbS0,Beyond,Leon Bridges,Good Thing,Blues,68,0.229,0.58,0.687,0.0,0.109,0.106,0.187,76.014,F#,Major,-5.4,4/4,19,48.9,0.158,[2025]
5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,The Temper Trap,Conditions,Pop,66,0.0701,0.531,0.821,0.171,0.124,0.0439,0.34,129.139,D,Major,-6.812,4/4,18,36.7,0.444,[2023]
0djZ2ndRfAL69WYNra5jRC,April Come She Will,Simon & Garfunkel,Sounds Of Silence,Rock,58,0.863,0.489,0.186,0.000152,0.2,0.029,0.349,102.245,A,Major,-16.237,4/4,18,20.3,0.389,[2023]
5By7Pzgl6TMuVJG168VWzS,Michelle - Remastered 2009,The Beatles,Rubber Soul,Rock,67,0.652,0.578,0.29,0.0,0.105,0.0341,0.666,117.403,F,Minor,-12.501,4/4,18,32.2,0.333,[2023]
1nIUgRxbi4aY4fV5A26Jrp,I'll Be Your Man,The Black Keys,The Big Come Up,Blues,41,0.43,0.597,0.729,0.000281,0.167,0.0327,0.712,120.086,A,Major,-3.35,4/4,18,32.2,0.278,[2023]
7J3NsRNtQ0N7umdQQAlWNT,New Coat,White Denim,Last Day of Summer (Remastered),Blues,30,0.303,0.512,0.855,0.000129,0.0881,0.248,0.687,188.021,B,Minor,-6.177,4/4,18,22.2,0.389,[2023]
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Michael Jackson,Off the Wall,Pop,75,0.179,0.808,0.535,9.91e-05,0.158,0.0353,0.848,114.031,C#,Major,-12.521,4/4,18,33.5,0.5,[2024]
31H6au3jhblhr6MMJiXnCq,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,The Definitive Collection,Pop,73,0.011,0.712,0.549,0.0,0.118,0.0254,0.552,109.882,F,Major,-9.484,4/4,18,51.2,0.192,"[2024, 2025]"
1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,Lungs,Pop,70,0.0416,0.492,0.81,0.00379,0.117,0.0847,0.245,149.954,G,Major,-5.315,4/4,18,16.4,0.722,[2023]
2ytWZnTYDffdE8q6bXV6VM,ScreMER,Albert Hammond Jr,Francis Trouble,Blues,32,0.0239,0.533,0.964,3.05e-06,0.0948,0.0919,0.652,126.096,B,Major,-3.042,4/4,17,27.4,0.353,[2023]
2UWdUez9MB9yzL7Y81Mcip,The Suburbs,Arcade Fire,The Suburbs,Indie,68,0.0578,0.616,0.682,0.0241,0.342,0.0265,0.528,117.78,F#,Minor,-6.148,4/4,16,61.1,0.25,[2023]
1Wrzhfa5bNlqvsnCztz190,Devuélveme a mi chica,Hombres G,Hombres G,Alternative,68,0.0031,0.603,0.843,0.0337,0.445,0.0557,0.503,172.676,A,Minor,-7.597,4/4,16,39.1,0.062,[2025]
0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,Fever To Tell,Folk,66,0.000413,0.502,0.94,0.542,0.553,0.084,0.144,119.762,G,Major,-5.178,4/4,16,19.4,0.625,[2023]
4mvPRLDf0ZedTzzXaXEavJ,Listen to Your Friends,Declan McKenna,What Do You Think About the Car?,Rock,58,0.293,0.324,0.839,0.0,0.224,0.0819,0.679,99.941,A,Major,-7.08,4/4,16,20.4,0.688,[2024]
0P09TBGSKiQwfUsEh1UafT,The World Was Wide Enough,Leslie Odom Jr.,Hamilton,Jazz,62,0.466,0.653,0.351,0.0,0.107,0.648,0.309,116.605,F,Major,-12.776,3/4,16,30.5,0.233,"[2025, 2026]"
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,Ice Cube,The Predator,Rap,74,0.321,0.796,0.748,4.94e-05,0.217,0.126,0.802,82.384,F,Minor,-5.409,4/4,15,36.0,0.333,[2024]
2W9u3whoCkQYOUbmnSrHi1,What'd I Miss,Daveed Diggs,Hamilton,Children’s Music,65,0.169,0.539,0.577,0.0,0.14,0.386,0.319,177.786,G,Major,-7.762,4/4,15,20.0,0.5,"[2025, 2026]"
0nCAVzknkzRXRgB6LhRv04,Molly's Chambers,Kings of Leon,Youth And Young Manhood,Indie,61,0.222,0.598,0.911,3.84e-06,0.216,0.0515,0.953,146.469,B,Major,-3.97,4/4,15,16.9,0.4,[2024]
2sEq2rC3ynYsT49x7utWnd,Dear Theodosia,Leslie Odom Jr.,Hamilton,Jazz,67,0.906,0.601,0.222,4.11e-05,0.0723,0.0303,0.271,106.754,A,Major,-10.485,4/4,14,9.4,0.742,"[2025, 2026]"
5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,The Age of Consent,Rock,71,0.288,0.685,0.584,0.00918,0.124,0.0276,0.939,134.546,F,Minor,-10.616,4/4,14,19.3,0.643,[2024]
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,Cypress Hill,Black Sunday,Hip-Hop,71,0.0297,0.897,0.612,0.186,0.0894,0.211,0.767,102.305,B,Major,-10.489,4/4,13,41.8,0.077,[2025]
225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,Armageddon - The Album,Rock,78,0.165,0.383,0.662,0.0,0.248,0.0333,0.138,121.154,D,Major,-5.162,4/4,13,13.3,0.692,[2024]
1Y373MqadDRtclJNdnUXVc,Paranoid - 2012 - Remaster,Black Sabbath,Paranoid,Rock,69,4.52e-05,0.415,0.658,0.000735,0.176,0.0696,0.45,163.015,E,Minor,-12.051,4/4,13,28.9,0.154,[2024]
07CyrZF9eVd02zzIse7tZA,In Between Days - 2006 Remaster,The Cure,The Head on the Door,Children’s Music,53,0.109,0.541,0.83,0.701,0.167,0.0316,0.711,142.592,A,Major,-6.246,4/4,12,20.4,0.682,"[2024, 2026]"
46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall,Pop,77,0.126,0.878,0.821,0.0461,0.183,0.089,0.947,118.881,B,Major,-9.875,4/4,12,40.5,0.333,[2024]
0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),Natalie Cole,Inseparable,Rock,71,0.228,0.685,0.623,0.00234,0.0295,0.042,0.896,126.739,G#,Major,-11.146,4/4,12,24.2,0.167,[2024]
1CsMuJeMzRqNgS7G0fo1Gv,How to Fight Loneliness,Wilco,Summerteeth,Folk,52,0.596,0.692,0.378,0.11,0.134,0.0308,0.4,123.658,B,Minor,-12.671,4/4,12,24.5,0.417,[2025]
4MLBqAEzNN89o2M9h92Z26,Get Back - Remastered 2009,The Beatles,Let It Be,Rock,65,0.492,0.761,0.592,0.00626,0.61,0.0586,0.332,123.095,D,Major,-9.836,4/4,12,25.2,0.333,[2024]
7tZwFmarYtM2Yxy8IRW8wb,Baby Where You Are,Mountain Man,Magic Ship,Folk,43,0.945,0.608,0.0491,0.0321,0.115,0.0382,0.337,127.688,G,Major,-19.527,3/4,12,11.1,0.667,[2024]
6xxXrNJnnsQNLdgNk8S4y8,Hate To Say I Told You So,The Hives,Veni Vidi Vicious,Dance,60,0.00109,0.451,0.929,0.00785,0.442,0.0549,0.378,135.767,F,Major,-5.021,4/4,12,7.2,0.75,[2024]
27qG9sy9FaxB7sd3pRMAAO,Jackie Wants a Black Eye,Dr. Dog,"Shame, Shame",Folk,44,0.151,0.508,0.695,1.1e-06,0.448,0.12,0.707,143.142,C,Major,-5.368,4/4,11,19.0,0.454,[2024]
5lWRaa0fBxDE5yU91npPq7,Just A Girl,No Doubt,Tragic Kingdom,Rock,63,0.0999,0.637,0.904,8.2e-05,0.138,0.0505,0.77,108.011,D,Major,-4.769,4/4,11,22.3,0.091,[2024]
2B4Y9u4ERAFiMo13XPJyGP,"Here, There And Everywhere - Remastered 2009",The Beatles,Revolver,Rock,61,0.921,0.29,0.247,0.00565,0.0917,0.0383,0.36,165.361,G,Major,-12.125,4/4,11,3.7,0.833,"[2025, 2026]"
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair,Pop,81,0.372,0.638,0.8,0.00553,0.113,0.0572,0.569,112.055,G,Major,-12.077,4/4,11,12.9,0.727,[2024]
6suRRwX61xSMfU7wJuCVdy,For Reasons Unknown,The Killers,Sam's Town,Rock,61,0.000458,0.504,0.884,0.0399,0.108,0.0366,0.516,140.398,D#,Major,-4.214,4/4,11,17.0,0.454,[2024]
64D3dzWyj0GpQT1AHx4kbK,Panic - 2011 Remaster,The Smiths,Louder Than Bombs,Indie,62,0.0175,0.53,0.861,0.0177,0.0857,0.0372,0.844,130.476,G,Major,-4.67,4/4,11,10.0,0.636,[2024]
6zeDYmP3ARpURvpK29Q09P,Someday,Sugar Ray,14:59,Rock,56,0.0105,0.745,0.682,0.0862,0.21,0.0287,0.938,110.857,C#,Minor,-4.39,4/4,10,10.4,0.7,[2024]
1qjrYozGqc7upUgfN776lZ,Sara Smile,Daryl Hall & John Oates,Daryl Hall & John Oates (The Silver Album),Rock,65,0.354,0.592,0.397,0.000894,0.119,0.0676,0.205,150.038,D,Minor,-10.81,3/4,10,12.8,0.6,[2024]
0zqmyB1prgGGiOS10sjH8A,"When They Fight, They Fight",Generationals,Con Law,Pop,62,0.242,0.755,0.898,0.000145,0.144,0.0323,0.966,119.756,B,Minor,-2.051,4/4,10,16.4,0.4,[2024]
3mYCd23hPxJW5okSvMoy3x,Heart In a Cage,The Strokes,First Impressions Of Earth,Children’s Music,50,2.73e-06,0.418,0.857,0.805,0.368,0.0404,0.12,140.02,G#,Major,-5.133,4/4,10,17.1,0.5,[2024]
6yCjhDzcVIfxvTjBKhhn7P,Sunday Morning,No Doubt,Tragic Kingdom,Rock,53,0.00906,0.589,0.785,1.82e-05,0.127,0.0312,0.787,157.109,E,Major,-5.367,4/4,10,25.0,0.3,[2024]
7MBSbBrx0TvBYyKEcpGcJb,Sweet Marie,The Walters,Young Men,Indie,52,0.914,0.245,0.425,0.646,0.116,0.0324,0.254,203.816,A,Major,-8.379,4/4,10,13.3,0.3,[2024]
3mlMpmY8oZIBFc39D9zLbh,The Long And Winding Road - Remastered 2009,The Beatles,Let It Be,Rock,61,0.756,0.299,0.329,0.0105,0.0559,0.0279,0.392,132.282,D#,Major,-10.096,4/4,10,19.4,0.4,[2024]
5ovcVaOus1Wv4vTtyGXlhB,Either Way,Wilco,Sky Blue Sky,Folk,45,0.597,0.542,0.546,0.00382,0.111,0.0323,0.344,74.797,E,Minor,-9.927,4/4,10,12.7,0.667,"[2025, 2026]"
7m7V3K1yHLfJB2Sx9FKinU,Just to Hear You Say That You Love Me (with Tim McGraw),Faith Hill,Faith,Country,42,0.292,0.473,0.536,0.0,0.107,0.0251,0.216,82.769,C#,Major,-8.517,4/4,10,13.7,0.7,[2024]
0LpHC9mhPAQC98IjXZIrif,The Election of 1800,Daveed Diggs,Hamilton,Children’s Music,62,0.319,0.731,0.42,0.0,0.306,0.463,0.645,67.41,A#,Major,-10.199,4/4,10,19.7,0.5,"[2025, 2026]"
6squXSZ3rl7tENdZiOuIEj,Here In My Arms,Leon Bridges,Coming Home,Soul,56,0.608,0.555,0.414,0.00615,0.0969,0.0261,0.673,73.64,C#,Minor,-8.514,4/4,10,16.4,0.2,[2024]
2AX5E86cn9n2dgioZEjirI,Golden Brown,The Stranglers,La Folie,Dance,67,0.143,0.562,0.383,0.124,0.138,0.0304,0.599,93.764,F#,Major,-15.474,3/4,10,20.9,0.3,[2024]
5NQYyej46WQkgCbnzGD21W,Dear Prudence - Remastered 2009,The Beatles,The Beatles,Rock,59,0.16,0.388,0.529,0.0681,0.108,0.0436,0.332,150.721,G,Major,-10.533,4/4,9,21.7,0.444,[2025]
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,Melophobia,Indie,71,0.0801,0.635,0.675,0.0,0.0831,0.0263,0.273,113.946,D,Major,-3.445,4/4,8,21.0,0.25,[2025]
6xE6ZWzK1YDDSYzqOCoQlz,Last Train to London,Electric Light Orchestra,Discovery,Folk,64,0.396,0.727,0.537,0.000789,0.349,0.0295,0.954,121.493,G,Major,-9.785,4/4,8,27.6,0.2,"[2025, 2026]"
0u3U5RQBk1VHOnVfuBd2BF,Teenage Dream,T. Rex,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Blues,40,0.027,0.354,0.902,5.14e-05,0.672,0.137,0.574,126.688,C,Major,-4.687,4/4,8,5.5,0.875,[2025]
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),Folk,76,0.182,0.776,0.763,0.0065,0.077,0.0535,0.82,128.433,F,Major,-8.124,4/4,8,14.8,0.5,[2025]
5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,Fleetwood Mac,Rock,78,0.883,0.414,0.161,0.000223,0.117,0.0318,0.423,159.375,G,Minor,-22.32,4/4,8,15.8,0.367,"[2025, 2026]"
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,Looking Glass,Rock,73,0.54,0.719,0.768,1.59e-05,0.146,0.0766,0.772,125.315,C#,Minor,-7.528,4/4,7,10.3,0.286,[2025]
0ZiGRciYMWrDvCPNM0T21o,big fat mouth,Arlie,Wait,Indie,53,0.0678,0.605,0.827,7.62e-06,0.182,0.0454,0.858,128.023,D,Major,-5.15,4/4,7,18.3,0.286,[2025]
4ZoBC5MhSEzuknIgAkBaoT,My Life,Billy Joel,52nd Street,Folk,59,0.108,0.741,0.647,0.00139,0.0555,0.0427,0.804,131.097,D,Major,-12.878,4/4,6,14.2,0.5,[2025]
