master_metadata_track_name,master_metadata_album_artist_name,total_play_count,year,genre,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Omaha,Toro y Moi,91,2019,R&B,4vDQMtAXkPwRxEqM8oXtMQ,57,0.0645,0.618,196791,0.498,0.0301,D#,0.291,-8.29,Major,0.0259,80.055,4/4,0.818
Omaha,Toro y Moi,91,2019,Children’s Music,4vDQMtAXkPwRxEqM8oXtMQ,57,0.0645,0.618,196791,0.498,0.0301,D#,0.291,-8.29,Major,0.0259,80.055,4/4,0.818
Omaha,Toro y Moi,91,2019,Indie,4vDQMtAXkPwRxEqM8oXtMQ,57,0.0645,0.618,196791,0.498,0.0301,D#,0.291,-8.29,Major,0.0259,80.055,4/4,0.818
Omaha,Toro y Moi,91,2019,Rock,4vDQMtAXkPwRxEqM8oXtMQ,57,0.0645,0.618,196791,0.498,0.0301,D#,0.291,-8.29,Major,0.0259,80.055,4/4,0.818
Maud Gone,Car Seat Headrest,90,2019,Alternative,1WbLKgeGt4Ilo74WTByV6r,47,0.0258,0.53,358240,0.362,0.000601,F,0.101,-7.078,Major,0.0272,105.003,4/4,0.21
Maud Gone,Car Seat Headrest,90,2019,Folk,1WbLKgeGt4Ilo74WTByV6r,52,0.0258,0.53,358240,0.362,0.000601,F,0.101,-7.078,Major,0.0272,105.003,4/4,0.21
Maud Gone,Car Seat Headrest,90,2019,Indie,1WbLKgeGt4Ilo74WTByV6r,52,0.0258,0.53,358240,0.362,0.000601,F,0.101,-7.078,Major,0.0272,105.003,4/4,0.21
Perdido de Amor [Lost in Love],Luiz Bonfá,145,2020,Jazz,4xvpttkjjEH0l2hrizYla7,41,0.947,0.488,206067,0.0374,0.000191,G,0.147,-22.637,Major,0.0403,87.275,4/4,0.259
Foolsong,Still Woozy,139,2020,Alternative,2iyDTStpAS9b3BOpTJKREn,58,0.178,0.692,173167,0.478,0.012,F#,0.105,-11.444,Major,0.0502,150.831,4/4,0.592
Mile High (feat. Travis Scott & Metro Boomin),James Blake,131,2020,Alternative,4cQrSREMqBSvJ8ZzBZjVb8,67,0.403,0.754,193600,0.37,6.22e-05,F#,0.107,-9.854,Minor,0.12,114.941,4/4,0.228
Mile High (feat. Travis Scott & Metro Boomin),James Blake,131,2020,Indie,4cQrSREMqBSvJ8ZzBZjVb8,79,0.403,0.754,193600,0.37,6.22e-05,F#,0.107,-9.854,Minor,0.12,114.941,4/4,0.228
Mile High (feat. Travis Scott & Metro Boomin),James Blake,131,2020,R&B,4cQrSREMqBSvJ8ZzBZjVb8,79,0.403,0.754,193600,0.37,6.22e-05,F#,0.107,-9.854,Minor,0.12,114.941,4/4,0.228
Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,130,2020,Alternative,1Xtz05nIgJiEYdncfd1w8h,55,0.896,0.726,214547,0.177,2.14e-06,C#,0.116,-14.824,Minor,0.0353,92.934,4/4,0.618
Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,130,2020,Children’s Music,1Xtz05nIgJiEYdncfd1w8h,59,0.896,0.726,214547,0.177,2.14e-06,C#,0.116,-14.824,Minor,0.0353,92.934,4/4,0.618
Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,130,2020,Rock,1Xtz05nIgJiEYdncfd1w8h,60,0.896,0.726,214547,0.177,2.14e-06,C#,0.116,-14.824,Minor,0.0353,92.934,4/4,0.618
Floors,Abhi The Nomad,119,2020,Hip-Hop,09b4z1eaxWhJ8D1iVWbX4A,51,0.513,0.613,210341,0.857,0.00105,D,0.268,-7.003,Major,0.0476,131.962,4/4,0.32
Floors,Abhi The Nomad,119,2020,Soul,09b4z1eaxWhJ8D1iVWbX4A,51,0.513,0.613,210341,0.857,0.00105,D,0.268,-7.003,Major,0.0476,131.962,4/4,0.32
The Bad Thing,Arctic Monkeys,118,2020,Indie,48ucaKjccruxDbi3Au5ZaH,46,0.00118,0.545,143213,0.953,0.0,D,0.26,-3.737,Major,0.0703,111.121,4/4,0.591
I'll Come Too,James Blake,115,2020,Alternative,6EvUAsfncetT0RcWshHCbl,57,0.757,0.661,222400,0.472,0.00275,G,0.192,-7.889,Major,0.164,73.986,4/4,0.206
I'll Come Too,James Blake,115,2020,Indie,6EvUAsfncetT0RcWshHCbl,68,0.757,0.661,222400,0.472,0.00275,G,0.192,-7.889,Major,0.164,73.986,4/4,0.206
I'll Come Too,James Blake,115,2020,R&B,6EvUAsfncetT0RcWshHCbl,68,0.757,0.661,222400,0.472,0.00275,G,0.192,-7.889,Major,0.164,73.986,4/4,0.206
Anyways,Arctic Monkeys,109,2020,Indie,4PGWramunj3Bsz5UXCu4ex,60,0.529,0.284,221230,0.576,3.91e-05,E,0.187,-6.972,Major,0.035,82.527,4/4,0.323
Anyways,Arctic Monkeys,109,2020,Rock,4PGWramunj3Bsz5UXCu4ex,60,0.529,0.284,221230,0.576,3.91e-05,E,0.187,-6.972,Major,0.035,82.527,4/4,0.323
L.S.D,Skegss,106,2020,Indie,6y6GFyjVFwWI7lJbbbF0hU,60,0.546,0.63,217538,0.874,0.661,C#,0.281,-4.183,Minor,0.0425,135.973,4/4,0.747
Always Where I Need To Be,The Kooks,100,2020,Indie,6gGSSrKMiV2yec1DrqGhhy,58,0.000146,0.331,161720,0.961,0.0,B,0.322,-4.627,Major,0.0663,168.355,4/4,0.882
Always Where I Need To Be,The Kooks,100,2020,Rock,6gGSSrKMiV2yec1DrqGhhy,58,0.000146,0.331,161720,0.961,0.0,B,0.322,-4.627,Major,0.0663,168.355,4/4,0.882
No. 1 Party Anthem,Arctic Monkeys,94,2020,Indie,5TTGoX70AFrTvuEtqHK37S,67,0.33,0.505,243132,0.698,0.0887,C,0.0966,-5.563,Major,0.0297,115.013,4/4,0.599
No. 1 Party Anthem,Arctic Monkeys,94,2020,Rock,5TTGoX70AFrTvuEtqHK37S,67,0.33,0.505,243132,0.698,0.0887,C,0.0966,-5.563,Major,0.0297,115.013,4/4,0.599
Wavy Gravy,Okey Dokey,92,2020,Indie,26XfDH9AoT6dVpmKVJHBMf,47,0.252,0.221,227280,0.662,0.000149,G,0.266,-7.314,Major,0.0519,199.924,3/4,0.539
No Buses,Arctic Monkeys,92,2020,Indie,4bKpnMKt2vBOQ1wZHGEJJO,51,0.155,0.481,197320,0.524,0.000147,E,0.0523,-9.051,Major,0.0369,101.883,4/4,0.425
No Buses,Arctic Monkeys,92,2020,Rock,4bKpnMKt2vBOQ1wZHGEJJO,51,0.155,0.481,197320,0.524,0.000147,E,0.0523,-9.051,Major,0.0369,101.883,4/4,0.425
Arabella,Arctic Monkeys,92,2020,Indie,7nzsY8vlnKdvGOEE0rjAXZ,74,0.0202,0.579,207357,0.558,1.26e-06,D,0.212,-6.986,Major,0.0895,179.949,4/4,0.506
Arabella,Arctic Monkeys,92,2020,Rock,7nzsY8vlnKdvGOEE0rjAXZ,74,0.0202,0.579,207357,0.558,1.26e-06,D,0.212,-6.986,Major,0.0895,179.949,4/4,0.506
These Girls,Sticky Fingers,90,2020,Indie,4iURgDfsolmCJtknzWuyxj,66,0.327,0.358,205787,0.585,2e-06,F#,0.0864,-8.762,Major,0.0776,185.392,4/4,0.407
These Girls,Sticky Fingers,90,2020,Reggae,4iURgDfsolmCJtknzWuyxj,66,0.327,0.358,205787,0.585,2e-06,F#,0.0864,-8.762,Major,0.0776,185.392,4/4,0.407
Assume Form,James Blake,85,2020,R&B,6cJrQc34txUzXd90xWEAOh,65,0.886,0.413,289600,0.349,0.000195,E,0.091,-10.361,Minor,0.0628,139.274,4/4,0.148
Assume Form,James Blake,85,2020,Alternative,6cJrQc34txUzXd90xWEAOh,48,0.886,0.413,289600,0.349,0.000195,E,0.091,-10.361,Minor,0.0628,139.274,4/4,0.148
Assume Form,James Blake,85,2020,Indie,6cJrQc34txUzXd90xWEAOh,65,0.886,0.413,289600,0.349,0.000195,E,0.091,-10.361,Minor,0.0628,139.274,4/4,0.148
Do I Wanna Know?,Arctic Monkeys,82,2020,Indie,5FVd6KXrgO9B3JPmC8OPst,84,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405
Do I Wanna Know?,Arctic Monkeys,82,2020,Rock,5FVd6KXrgO9B3JPmC8OPst,84,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405
Still Take You Home,Arctic Monkeys,81,2020,Indie,28J7s6ylqLYzBUTBSUyEjm,47,0.000669,0.599,173667,0.946,0.0,G#,0.0973,-4.192,Major,0.0378,108.934,4/4,0.653
Can't Stand Me Now,The Libertines,81,2020,Dance,71D4LseR0RADPbyvMeTIHR,65,0.0111,0.368,203733,0.935,0.00201,E,0.0948,-3.204,Major,0.0587,164.425,4/4,0.558
Can't Stand Me Now,The Libertines,81,2020,Children’s Music,71D4LseR0RADPbyvMeTIHR,65,0.0111,0.368,203733,0.935,0.00201,E,0.0948,-3.204,Major,0.0587,164.425,4/4,0.558
Can't Stand Me Now,The Libertines,81,2020,Indie,71D4LseR0RADPbyvMeTIHR,66,0.0111,0.368,203733,0.935,0.00201,E,0.0948,-3.204,Major,0.0587,164.425,4/4,0.558
Can't Stand Me Now,The Libertines,81,2020,Rock,71D4LseR0RADPbyvMeTIHR,66,0.0111,0.368,203733,0.935,0.00201,E,0.0948,-3.204,Major,0.0587,164.425,4/4,0.558
Eres Tú,Carla Morrison,80,2020,Pop,2dEVAvwPAJrWFErXxREGVX,69,0.806,0.618,228253,0.307,0.0,D,0.108,-10.875,Major,0.046,188.115,4/4,0.458
Wash It All Away,San Cisco,78,2020,Indie,4e5VTQOYAarg46eociDvZZ,51,0.362,0.608,218774,0.748,0.0,D,0.106,-5.277,Major,0.0661,76.913,4/4,0.619
The Eternal Tao,The Voidz,78,2020,Alternative,1NGodWzGlxxkOrgqHO6g3K,48,0.0115,0.703,223633,0.79,9.59e-06,G#,0.352,-4.212,Major,0.0807,135.362,4/4,0.635
Nevermind,Dennis Lloyd,76,2020,Pop,63SevszngYpZOwf63o61K4,84,0.156,0.592,156600,0.691,9.78e-06,D#,0.418,-8.354,Major,0.196,99.976,4/4,0.0796
Como te extraño mi amor,Café Tacvba,74,2020,Alternative,6hFHsQWB7HdVrSe7efRR82,67,0.0823,0.791,214880,0.759,4.44e-05,A,0.0993,-5.67,Major,0.037,124.725,4/4,0.917
Como te extraño mi amor,Café Tacvba,74,2020,Children’s Music,6hFHsQWB7HdVrSe7efRR82,70,0.0823,0.791,214880,0.759,4.44e-05,A,0.0993,-5.67,Major,0.037,124.725,4/4,0.917
Como te extraño mi amor,Café Tacvba,74,2020,Rock,6hFHsQWB7HdVrSe7efRR82,70,0.0823,0.791,214880,0.759,4.44e-05,A,0.0993,-5.67,Major,0.037,124.725,4/4,0.917
What I'm Becoming,Cage The Elephant,72,2020,Blues,1U5dJjrL6yq7IH6keAyWOe,52,0.00366,0.57,230040,0.472,0.00275,C,0.0891,-5.175,Major,0.0285,134.974,4/4,0.219
Night Ride,The Growlers,72,2020,Indie,2ZQ3CJY6iddn38oOoPGKfb,61,0.0136,0.613,251375,0.724,0.0,A,0.12,-4.798,Minor,0.0305,110.076,4/4,0.626
Night Ride,The Growlers,72,2020,Rock,2ZQ3CJY6iddn38oOoPGKfb,61,0.0136,0.613,251375,0.724,0.0,A,0.12,-4.798,Minor,0.0305,110.076,4/4,0.626
Leave It In My Dreams,The Voidz,71,2020,Alternative,31u6rUeIEXGrYVoh10U7eu,53,0.0226,0.6,239442,0.746,0.0119,E,0.109,-4.696,Minor,0.0355,118.551,4/4,0.614
Do You Love Me Still?,The Kooks,71,2020,Indie,1S9VJIS4unNB2D6SEf4BbD,46,0.218,0.408,195307,0.412,0.000514,C#,0.17,-8.807,Minor,0.0386,138.178,4/4,0.0804
Clouds,BØRNS,234,2021,Indie,03v70ZBxmcPX3RWAZMzqaW,58,0.194,0.644,190253,0.478,0.00376,B,0.106,-6.469,Major,0.0529,159.898,4/4,0.496
Clouds,BØRNS,234,2021,Children’s Music,03v70ZBxmcPX3RWAZMzqaW,58,0.194,0.644,190253,0.478,0.00376,B,0.106,-6.469,Major,0.0529,159.898,4/4,0.496
Clouds,BØRNS,234,2021,Pop,03v70ZBxmcPX3RWAZMzqaW,58,0.194,0.644,190253,0.478,0.00376,B,0.106,-6.469,Major,0.0529,159.898,4/4,0.496
Clouds,BØRNS,234,2021,Rock,03v70ZBxmcPX3RWAZMzqaW,58,0.194,0.644,190253,0.478,0.00376,B,0.106,-6.469,Major,0.0529,159.898,4/4,0.496
Coming Home,Leon Bridges,157,2021,Blues,5EA06TsQmqmQXZiEhr1AaM,64,0.461,0.427,206387,0.465,5.52e-05,F#,0.154,-6.595,Major,0.0291,112.137,3/4,0.458
Coming Home,Leon Bridges,157,2021,Soul,5EA06TsQmqmQXZiEhr1AaM,69,0.461,0.427,206387,0.465,5.52e-05,F#,0.154,-6.595,Major,0.0291,112.137,3/4,0.458
Road Head,Japanese Breakfast,147,2021,Folk,6WVheb5G29cbDOzF4qMfli,60,0.0978,0.54,195107,0.674,0.156,E,0.147,-8.734,Major,0.0296,95.036,4/4,0.165
Road Head,Japanese Breakfast,147,2021,Indie,6WVheb5G29cbDOzF4qMfli,60,0.0978,0.54,195107,0.674,0.156,E,0.147,-8.734,Major,0.0296,95.036,4/4,0.165
Road Head,Japanese Breakfast,147,2021,Pop,6WVheb5G29cbDOzF4qMfli,60,0.0978,0.54,195107,0.674,0.156,E,0.147,-8.734,Major,0.0296,95.036,4/4,0.165
Road Head,Japanese Breakfast,147,2021,Rock,6WVheb5G29cbDOzF4qMfli,60,0.0978,0.54,195107,0.674,0.156,E,0.147,-8.734,Major,0.0296,95.036,4/4,0.165
Better Man,Leon Bridges,139,2021,Blues,3kguMbJma0qhOLniGsFlKq,56,0.219,0.395,140133,0.746,0.0,G,0.123,-4.938,Major,0.0447,188.267,4/4,0.671
Better Man,Leon Bridges,139,2021,Soul,3kguMbJma0qhOLniGsFlKq,60,0.219,0.395,140133,0.746,0.0,G,0.123,-4.938,Major,0.0447,188.267,4/4,0.671
Fade Into You,Mazzy Star,119,2021,Alternative,1LzNfuep1bnAUR9skqdHCK,69,0.245,0.42,295600,0.33,0.000679,A,0.0677,-13.925,Major,0.0275,157.143,3/4,0.175
Fade Into You,Mazzy Star,119,2021,Children’s Music,1LzNfuep1bnAUR9skqdHCK,72,0.245,0.42,295600,0.33,0.000679,A,0.0677,-13.925,Major,0.0275,157.143,3/4,0.175
Fade Into You,Mazzy Star,119,2021,Pop,1LzNfuep1bnAUR9skqdHCK,72,0.245,0.42,295600,0.33,0.000679,A,0.0677,-13.925,Major,0.0275,157.143,3/4,0.175
Fade Into You,Mazzy Star,119,2021,Rock,1LzNfuep1bnAUR9skqdHCK,72,0.245,0.42,295600,0.33,0.000679,A,0.0677,-13.925,Major,0.0275,157.143,3/4,0.175
Past Lives,BØRNS,117,2021,Children’s Music,1Dr5JexwA15wmKe7Y7maA9,63,0.0664,0.743,274320,0.685,6.75e-05,E,0.0884,-6.863,Major,0.0975,109.988,4/4,0.443
Past Lives,BØRNS,117,2021,Indie,1Dr5JexwA15wmKe7Y7maA9,63,0.0664,0.743,274320,0.685,6.75e-05,E,0.0884,-6.863,Major,0.0975,109.988,4/4,0.443
Past Lives,BØRNS,117,2021,Pop,1Dr5JexwA15wmKe7Y7maA9,63,0.0664,0.743,274320,0.685,6.75e-05,E,0.0884,-6.863,Major,0.0975,109.988,4/4,0.443
Past Lives,BØRNS,117,2021,Rock,1Dr5JexwA15wmKe7Y7maA9,63,0.0664,0.743,274320,0.685,6.75e-05,E,0.0884,-6.863,Major,0.0975,109.988,4/4,0.443
Live Well,Palace,116,2021,Indie,2H30WL3exSctlDC9GyRbD4,57,0.285,0.503,249840,0.647,0.0,E,0.0719,-5.367,Minor,0.0272,96.015,3/4,0.41
Live Well,Palace,116,2021,Soul,2H30WL3exSctlDC9GyRbD4,57,0.285,0.503,249840,0.647,0.0,E,0.0719,-5.367,Minor,0.0272,96.015,3/4,0.41
Live Well,Palace,116,2021,Rock,2H30WL3exSctlDC9GyRbD4,57,0.285,0.503,249840,0.647,0.0,E,0.0719,-5.367,Minor,0.0272,96.015,3/4,0.41
Lisa Sawyer,Leon Bridges,112,2021,Blues,6vInMsXdlH7SN6NL4dQkrO,48,0.878,0.37,243893,0.434,0.00291,G,0.0995,-7.674,Minor,0.0444,200.23,3/4,0.424
Lisa Sawyer,Leon Bridges,112,2021,Soul,6vInMsXdlH7SN6NL4dQkrO,53,0.878,0.37,243893,0.434,0.00291,G,0.0995,-7.674,Minor,0.0444,200.23,3/4,0.424
Cooks,Still Woozy,99,2021,Alternative,2T64m94VBrsEISkAYq6Cnq,64,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,Children’s Music,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,Indie,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,Pop,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,R&B,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,Soul,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
Cooks,Still Woozy,99,2021,Rock,2T64m94VBrsEISkAYq6Cnq,68,0.446,0.363,174105,0.579,0.0127,G,0.264,-10.533,Major,0.0986,78.032,4/4,0.719
12 Steps,Japanese Breakfast,92,2021,Folk,7oHsS6nhOszWh5yUaHVW3d,46,0.0211,0.415,156987,0.713,5.14e-06,G,0.259,-4.403,Major,0.034,115.198,4/4,0.475
12 Steps,Japanese Breakfast,92,2021,Indie,7oHsS6nhOszWh5yUaHVW3d,46,0.0211,0.415,156987,0.713,5.14e-06,G,0.259,-4.403,Major,0.034,115.198,4/4,0.475
1950,King Princess,91,2021,Dance,0CZ8lquoTX2Dkg7Ak2inwA,84,0.648,0.6,225133,0.535,4.7e-06,E,0.162,-7.043,Major,0.107,71.912,4/4,0.269
1950,King Princess,91,2021,Pop,0CZ8lquoTX2Dkg7Ak2inwA,84,0.648,0.6,225133,0.535,4.7e-06,E,0.162,-7.043,Major,0.107,71.912,4/4,0.269
Shut Up Kiss Me,Angel Olsen,90,2021,Alternative,5uZLsGY9fknBd5Rxr7AIss,56,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Shut Up Kiss Me,Angel Olsen,90,2021,Folk,5uZLsGY9fknBd5Rxr7AIss,60,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Shut Up Kiss Me,Angel Olsen,90,2021,Indie,5uZLsGY9fknBd5Rxr7AIss,60,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Shut Up Kiss Me,Angel Olsen,90,2021,Children’s Music,5uZLsGY9fknBd5Rxr7AIss,60,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Shut Up Kiss Me,Angel Olsen,90,2021,Pop,5uZLsGY9fknBd5Rxr7AIss,60,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Shut Up Kiss Me,Angel Olsen,90,2021,Rock,5uZLsGY9fknBd5Rxr7AIss,60,0.0552,0.373,202200,0.63,0.0,G,0.107,-5.131,Major,0.0461,115.942,4/4,0.352
Almost (Sweet Music),Hozier,86,2021,Folk,2e9N4vHYVUwSwRorBzsZXE,78,0.021,0.427,217480,0.689,1.69e-06,G,0.203,-5.589,Major,0.135,88.875,4/4,0.706
Almost (Sweet Music),Hozier,86,2021,Pop,2e9N4vHYVUwSwRorBzsZXE,78,0.021,0.427,217480,0.689,1.69e-06,G,0.203,-5.589,Major,0.135,88.875,4/4,0.706
Psylla,Glass Animals,85,2021,Children’s Music,4XCpDE4pLTkkQ0kudqBLdS,48,0.088,0.776,211194,0.577,0.000283,E,0.169,-9.232,Major,0.0348,124.487,4/4,0.478
Oom Sha La La,Haley Heynderickx,83,2021,Folk,28kOpVf1aCgL0LSFfuKV4w,58,0.275,0.538,177340,0.417,0.0,D,0.206,-9.176,Major,0.0361,115.422,4/4,0.252
Oom Sha La La,Haley Heynderickx,83,2021,Indie,28kOpVf1aCgL0LSFfuKV4w,58,0.275,0.538,177340,0.417,0.0,D,0.206,-9.176,Major,0.0361,115.422,4/4,0.252
Panama,Sports,81,2021,Indie,6JfqUlQHtbdWDi5o7bp6qd,57,0.298,0.615,198547,0.724,0.459,F,0.211,-8.583,Major,0.0306,97.728,4/4,0.449
Panama,Sports,81,2021,Soul,6JfqUlQHtbdWDi5o7bp6qd,57,0.298,0.615,198547,0.724,0.459,F,0.211,-8.583,Major,0.0306,97.728,4/4,0.449
Panama,Sports,81,2021,Rock,6JfqUlQHtbdWDi5o7bp6qd,57,0.298,0.615,198547,0.724,0.459,F,0.211,-8.583,Major,0.0306,97.728,4/4,0.449
The Waiting,Angel Olsen,246,2022,Folk,1XGwjdHXHNu3842f75eg3T,42,0.72,0.606,222617,0.492,0.0,G,0.125,-8.247,Major,0.0419,108.289,4/4,0.616
Pressure To Party,Julia Jacklin,155,2022,Folk,5Wyy2JHaM8cKEN6YDC6C8O,50,0.000124,0.483,182307,0.81,4.79e-05,E,0.118,-3.949,Major,0.0366,141.906,4/4,0.382
Pressure To Party,Julia Jacklin,155,2022,Indie,5Wyy2JHaM8cKEN6YDC6C8O,50,0.000124,0.483,182307,0.81,4.79e-05,E,0.118,-3.949,Major,0.0366,141.906,4/4,0.382
Caderas Blancas,Mon Laferte,120,2022,Alternative,4BMk6XhlXJW7ZgIS8vSBZk,61,0.244,0.652,225400,0.834,9.25e-06,G#,0.122,-6.072,Minor,0.112,94.999,4/4,0.643
Caderas Blancas,Mon Laferte,120,2022,Children’s Music,4BMk6XhlXJW7ZgIS8vSBZk,64,0.244,0.652,225400,0.834,9.25e-06,G#,0.122,-6.072,Minor,0.112,94.999,4/4,0.643
"Creator, Destroyer",Angel Olsen,117,2022,Folk,4aCnN8VmKVqX4PnSB1Ie07,42,0.846,0.401,234547,0.29,0.0,A#,0.111,-9.052,Minor,0.029,104.626,4/4,0.0849
Leonie,Frankie Cosmos,112,2022,Folk,2j93Cfy31KyjNwy2zRyn1I,49,0.398,0.472,146662,0.457,0.000305,B,0.105,-7.787,Major,0.0332,123.786,4/4,0.321
Leonie,Frankie Cosmos,112,2022,Indie,2j93Cfy31KyjNwy2zRyn1I,49,0.398,0.472,146662,0.457,0.000305,B,0.105,-7.787,Major,0.0332,123.786,4/4,0.321
Island Music,Tennis,109,2022,Folk,3BlsMrQVvRCk3jmmKV7otm,42,0.956,0.29,219213,0.465,0.912,B,0.0935,-18.178,Minor,0.164,97.711,4/4,0.307
Some things Cosmic,Angel Olsen,100,2022,Folk,5JeZZtqY0loM9UHQVIChby,41,0.919,0.214,174867,0.182,0.00465,G#,0.113,-13.538,Major,0.0368,143.171,4/4,0.104
Origins,Tennis,96,2022,Folk,6TJAFFa2VaRdFB5UA4BJRt,46,0.0463,0.578,208139,0.825,0.0201,F,0.162,-4.659,Minor,0.0284,113.907,4/4,0.951
Origins,Tennis,96,2022,Indie,6TJAFFa2VaRdFB5UA4BJRt,46,0.0463,0.578,208139,0.825,0.0201,F,0.162,-4.659,Minor,0.0284,113.907,4/4,0.951
On the Lips,Frankie Cosmos,92,2022,Folk,6iQsa6hwVFlLUnNvSCFrql,45,0.028,0.658,109031,0.568,0.00356,C#,0.105,-7.579,Major,0.0312,128.638,4/4,0.882
Unfucktheworld,Angel Olsen,88,2022,Alternative,0HaDqyNg9LoZZ7Zli1uhzL,51,0.943,0.545,125440,0.128,0.0225,C,0.0987,-13.163,Major,0.0393,119.044,4/4,0.327
Unfucktheworld,Angel Olsen,88,2022,Folk,0HaDqyNg9LoZZ7Zli1uhzL,57,0.943,0.545,125440,0.128,0.0225,C,0.0987,-13.163,Major,0.0393,119.044,4/4,0.327
Unfucktheworld,Angel Olsen,88,2022,Indie,0HaDqyNg9LoZZ7Zli1uhzL,57,0.943,0.545,125440,0.128,0.0225,C,0.0987,-13.163,Major,0.0393,119.044,4/4,0.327
Unfucktheworld,Angel Olsen,88,2022,Children’s Music,0HaDqyNg9LoZZ7Zli1uhzL,57,0.943,0.545,125440,0.128,0.0225,C,0.0987,-13.163,Major,0.0393,119.044,4/4,0.327
Unfucktheworld,Angel Olsen,88,2022,Rock,0HaDqyNg9LoZZ7Zli1uhzL,57,0.943,0.545,125440,0.128,0.0225,C,0.0987,-13.163,Major,0.0393,119.044,4/4,0.327
"Archie, Marry Me",Alvvays,85,2022,Indie,5HLes17mwCwKt81mi0Tk35,58,0.00956,0.27,196560,0.83,0.434,G,0.142,-4.592,Major,0.0741,117.314,4/4,0.205
"Archie, Marry Me",Alvvays,85,2022,Rock,5HLes17mwCwKt81mi0Tk35,58,0.00956,0.27,196560,0.83,0.434,G,0.142,-4.592,Major,0.0741,117.314,4/4,0.205
Tu Falta De Querer,Mon Laferte,75,2022,Alternative,4skuEIloXWuxxgekKupkEH,69,0.0251,0.394,278547,0.475,0.00749,A#,0.112,-7.935,Major,0.028,129.995,3/4,0.441
Tu Falta De Querer,Mon Laferte,75,2022,Children’s Music,4skuEIloXWuxxgekKupkEH,73,0.0251,0.394,278547,0.475,0.00749,A#,0.112,-7.935,Major,0.028,129.995,3/4,0.441
Tu Falta De Querer,Mon Laferte,75,2022,Pop,4skuEIloXWuxxgekKupkEH,73,0.0251,0.394,278547,0.475,0.00749,A#,0.112,-7.935,Major,0.028,129.995,3/4,0.441
Humdrum Blues,The Growlers,74,2022,Indie,7o92hC8iwDPLz0k2auVWOx,47,0.265,0.586,217111,0.563,0.0,F#,0.391,-8.999,Major,0.0282,124.41,4/4,0.809
Wasn't Looking,ELIZA,74,2022,Alternative,5SFT7iYVPd3eSVphptJ42i,49,0.0904,0.847,238089,0.178,0.00377,F,0.111,-9.834,Minor,0.0812,81.998,4/4,0.513
Wasn't Looking,ELIZA,74,2022,R&B,5SFT7iYVPd3eSVphptJ42i,53,0.0904,0.847,238089,0.178,0.00377,F,0.111,-9.834,Minor,0.0812,81.998,4/4,0.513
Wasn't Looking,ELIZA,74,2022,Children’s Music,5SFT7iYVPd3eSVphptJ42i,53,0.0904,0.847,238089,0.178,0.00377,F,0.111,-9.834,Minor,0.0812,81.998,4/4,0.513
El Beso,Mon Laferte,74,2022,Alternative,3eiXtKo5PAWArBDAw1gkhI,56,0.254,0.732,178640,0.84,1.69e-05,E,0.187,-7.07,Minor,0.115,102.993,4/4,0.717
El Beso,Mon Laferte,74,2022,Children’s Music,655SkamVNObMDXtoN84O4Q,63,0.0959,0.731,179947,0.881,7.92e-06,D,0.172,-4.318,Major,0.136,103.129,4/4,0.612
Dia de Enero,Shakira,72,2022,Dance,0OEBOJhSObnFuHuasXdt52,63,0.35,0.687,173133,0.361,1.11e-05,A#,0.11,-11.589,Major,0.0792,165.747,4/4,0.526
